itemSku,unitCost,Shuwaikh Main,Rai Branch,Fahaheel Branch,Ardiya Warehouse
HW-101520,11.220,0,0,0,0
HW-101521,3.588,1,0,6,5
HW-101522,14.766,9,0,1,0
HW-101523,15.827,11,7,0,0
HW-101524,6.142,0,6,0,10
HW-101525,289.342,0,0,2,8
HW-101526,21.362,7,0,0,1
HW-101527,2.369,12,7,0,0
HW-101528,17.413,0,10,2,0
HW-101529,20.503,0,2,0,10
HW-101530,6.998,0,10,1,8
HW-101531,20.433,3,0,9,0
HW-101532,13.776,0,0,9,0
HW-101533,20.954,12,0,0,0
HW-101534,8.159,0,0,0,11
HW-101535,9.616,0,0,0,0
HW-101536,9.876,0,0,0,8
HW-101537,6.593,0,0,0,0
HW-101538,6.442,4,8,8,8
HW-101539,14.321,0,0,5,11
HW-101540,1.125,2,0,4,0
HW-101541,24.657,0,12,0,1
HW-101542,11.526,0,0,8,1
HW-101543,10.633,1,0,0,0
HW-101544,13.689,1,0,2,12
HW-101545,KD 10.311,10,0,0,0
HW-101546,4.418,0,0,10,12
HW-101547,18.311,0,0,0,0
HW-101548,15.604,5,0,0,11
HW-101549,11.649,6,10,0,0
HW-101550,15.045,0,10,2,3
HW-101551,23.203,1,2,0,12
HW-101552,24.650,0,5,0,5
HW-101553,5.377,4,3,0,5
HW-101554,24.865,0,0,5,0
HW-101555,17.078,12,2,0,9
HW-101556,16.906,8,8,4,4
HW-101557,7.220,2,12,0,0
HW-101558,23.510,2,0,9,4
HW-101559,17.305,0,12,0,7
HW-101560,16.901,1,0,0,2
HW-101561,15.661,1,10,7,7
HW-101562,KWD 3.243,6,0,8,0
HW-101563,6.210,0,0,5,0
HW-101564,21.074,3,0,7,0
HW-101565,16.644,0,0,0,2
HW-101566,4.376,0,4,0,0
HW-101567,2.005,5,0,0,0
HW-101568,16.389,6,0,0,11
HW-101569,24.027,9,12,0,0
HW-101570,KWD 11.633,0,10,0,0
HW-101571,24.496,0,0,0,3
HW-101572,14.071,0,7,0,9
HW-101573,20.423,4,0,0,12
HW-101574,4.919,10,0,7,9
HW-101575,12.945,0,0,0,0
HW-101576,16.986,3,0,3,0
HW-101577,15.190,5,0,0,0
HW-101578,12.760,10,1,10,2
HW-101579,10.141,6,0,9,2
HW-101580,250.516,12,12,0,0
HW-101581,18.188,0,0,0,10
HW-101582,12.182,12,0,0,3
HW-101583,23.088,8,0,0,7
HW-101584,224.206,0,11,0,9
HW-101585,9.496,6,7,4,0
HW-101586,7.708,9,0,0,9
HW-101587,4.128,0,0,3,7
HW-101588,21.641,1,8,7,0
HW-101589,KD 12.109,4,0,8,0
HW-101590,24.088,0,0,10,0
HW-101591,23.600,5,0,0,0
HW-101592,2.560,4,0,0,6
HW-101593,11.293,0,0,0,0
HW-101594,7.532,0,8,9,0
HW-101595,10.893,0,1,0,10
HW-101596,6.381,10,2,2,11
HW-101597,4.796,0,0,0,0
HW-101598,281.666,0,0,0,8
HW-101599,10.690,1,1,0,9
HW-101600,21.207,11,0,2,1
HW-101601,22.532,5,0,11,6
HW-101602,17.016,1,0,3,3
HW-101603,KWD 24.102,0,0,9,0
HW-101604,KD 2.308,7,0,3,9
HW-101605,17.555,9,0,1,0
HW-101606,6.365,1,0,10,5
HW-101607,0.805,0,0,0,0
HW-101608,17.060,0,0,5,1
HW-101609,12.291,0,0,2,9
HW-101610,6.431,0,1,4,0
HW-101611,1.987,3,0,9,2
HW-101612,23.291,0,9,11,10
HW-101613,13.349,9,5,0,0
HW-101614,10.287,10,8,0,9
HW-101615,4.372,0,11,7,0
HW-101616,KD 17.038,8,0,0,0
HW-101617,13.756,4,7,5,10
HW-101618,13.637,0,1,7,2
HW-101619,0.199,0,0,0,0
HW-101620,4.796,8,0,0,0
HW-101621,12.044,0,10,6,0
HW-101622,5.604,0,0,8,0
HW-101623,17.057,0,9,0,0
HW-101624,22.655,6,0,0,0
HW-101625,0.704,0,11,0,5
HW-101626,21.919,0,4,0,0
HW-101627,3.036,9,0,0,0
HW-101628,7.168,1,0,5,0
HW-101629,19.050,3,1,5,0
HW-101630,11.870,0,0,0,4
HW-101631,24.864,0,3,2,0
HW-101632,2.429,0,11,11,0
HW-101633,6.468,9,0,0,0
HW-101634,11.665,11,1,0,0
HW-101635,KD 23.548,9,0,11,0
HW-101636,KD 67.342,7,0,0,2
HW-101637,51.715,0,12,0,3
HW-101638,14.224,5,11,6,0
HW-101639,24.952,0,7,0,12
HW-101640,6.674,0,1,0,0
HW-101641,1.405,11,0,0,8
HW-101642,15.459,0,0,0,10
HW-101643,6.637,0,5,1,12
HW-101644,17.202,0,0,10,4
HW-101645,24.554,9,2,1,0
HW-101646,10.220,0,3,1,5
HW-101647,7.351,0,0,0,3
HW-101648,4.447,0,11,10,0
HW-101649,13.521,11,0,1,0
HW-101650,23.428,0,5,0,0
HW-101651,0.268,7,11,0,0
HW-101652,9.270,10,8,11,1
HW-101653,14.901,9,6,0,0
HW-101654,1.088,0,12,0,6
HW-101655,4.633,0,0,0,2
HW-101656,6.842,0,3,0,11
HW-101657,12.996,6,2,0,5
HW-101658,14.477,9,6,2,6
HW-101659,18.706,0,8,3,0
HW-101660,4.904,1,11,0,9
HW-101661,5.534,0,0,0,0
HW-101662,16.916,0,12,12,7
HW-101663,15.852,12,11,5,0
HW-101664,5.126,8,5,0,0
HW-101665,10.949,0,0,0,12
HW-101666,3.772,12,0,0,0
HW-101667,3.571,0,0,0,2
HW-101668,4.296,0,0,0,8
HW-101669,19.248,2,2,0,2
HW-101670,23.319,1,11,0,11
HW-101671,14.402,0,0,0,0
HW-101672,KD 5.442,9,4,12,10
HW-101673,18.492,0,10,0,5
HW-101674,11.549,0,0,5,11
HW-101675,10.948,5,0,2,9
HW-101676,KWD 12.837,6,0,0,9
HW-101677,KD 16.178,2,1,8,4
HW-101678,14.043,5,5,0,0
HW-101679,290.984,12,0,11,12
HW-101680,2.542,0,6,9,7
HW-101681,0.796,3,4,8,0
HW-101682,1.064,0,7,12,0
HW-101683,293.523,0,0,0,9
HW-101684,4.881,0,0,0,0
HW-101685,20.315,0,0,0,0
HW-101686,7.310,0,0,0,9
HW-101687,21.282,0,2,9,4
HW-101688,15.780,6,0,12,6
HW-101689,24.104,0,0,2,5
HW-101690,9.840,0,0,0,0
HW-101691,0.612,0,0,4,0
HW-101692,24.391,0,0,0,4
HW-101693,0.475,0,0,3,12
HW-101694,22.731,0,0,0,0
HW-101695,24.793,5,10,0,0
HW-101696,KWD 18.894,1,0,2,12
HW-101697,42.744,0,9,0,0
HW-101698,15.358,0,8,4,5
HW-101699,KWD 18.160,2,0,8,0
HW-101700,23.952,0,0,0,0
HW-101701,13.696,12,0,0,5
HW-101702,18.116,6,0,3,0
HW-101703,KWD 5.609,0,0,0,0
HW-101704,17.842,0,0,0,9
HW-101705,21.259,3,0,0,3
HW-101706,18.059,0,12,0,5
HW-101707,14.228,12,0,2,0
HW-101708,5.448,0,4,0,0
HW-101709,2.112,5,0,6,0
HW-101710,15.829,0,0,0,0
HW-101711,23.688,1,0,0,2
HW-101712,18.535,0,0,0,5
HW-101713,6.606,9,8,7,7
HW-101714,17.881,0,11,0,5
HW-101715,6.901,0,8,4,0
HW-101716,23.855,0,7,0,0
HW-101717,KD 20.643,4,0,0,0
HW-101718,12.608,0,0,6,0
HW-101719,6.007,0,0,1,0
HW-101720,5.096,0,6,1,0
HW-101721,4.326,1,0,0,0
HW-101722,0.604,0,0,0,6
HW-101723,3.448,0,0,0,3
HW-101724,8.038,0,1,7,6
HW-101725,18.997,0,0,0,9
HW-101726,12.249,1,8,0,0
HW-101727,KD 12.484,0,0,0,0
HW-101728,19.287,0,9,0,0
HW-101729,13.386,0,0,0,0
HW-101730,21.626,8,5,9,0
HW-101731,234.092,5,0,7,12
HW-101732,18.284,3,11,0,0
HW-101733,22.983,0,0,7,0
HW-101734,KD 8.093,10,0,0,0
HW-101735,16.137,5,0,10,2
HW-101736,21.683,0,0,0,0
HW-101737,3.445,0,0,10,1
HW-101738,11.692,0,5,8,12
HW-101739,KWD 16.471,0,4,0,0
HW-101740,11.412,0,0,0,0
HW-101741,12.709,0,0,0,0
HW-101742,19.814,2,0,9,1
HW-101743,1.357,0,1,10,2
HW-101744,8.832,1,0,3,0
HW-101745,12.075,0,1,0,0
HW-101746,KD 17.131,4,0,9,1
HW-101747,18.949,0,1,0,0
HW-101748,KD 0.708,0,0,8,0
HW-101749,1.780,0,0,0,0
HW-101750,10.230,0,9,0,0
HW-101751,KD 13.598,10,12,0,0
HW-101752,22.096,6,12,4,1
HW-101753,15.138,5,2,0,0
HW-101754,6.835,0,0,7,10
HW-101755,17.968,0,0,7,0
HW-101756,0.277,0,0,0,0
HW-101757,2.330,0,0,0,8
HW-101758,3.857,5,9,1,0
HW-101759,19.483,12,7,0,6
HW-101760,19.518,0,0,4,0
HW-101761,3.485,4,0,2,0
HW-101762,10.797,6,0,8,1
HW-101763,KWD 14.347,6,0,12,2
HW-101764,11.604,8,10,0,7
HW-101765,53.610,9,1,1,6
HW-101766,14.521,0,2,0,9
HW-101767,16.227,6,0,0,9
HW-101768,13.458,1,0,0,0
HW-101769,23.229,0,0,0,0
HW-101770,0.521,0,3,0,0
HW-101771,2.662,0,1,8,10
HW-101772,220.920,0,0,0,9
HW-101773,7.900,0,8,0,4
HW-101774,23.505,0,0,6,6
HW-101775,KD 20.183,0,0,0,0
HW-101776,0.637,0,1,11,0
HW-101777,4.053,0,0,0,2
HW-101778,17.945,7,0,11,0
HW-101779,14.002,9,10,0,0
HW-101780,KD 7.347,0,0,0,12
HW-101781,11.543,8,11,5,0
HW-101782,11.988,6,2,9,0
HW-101783,23.151,0,2,0,0
HW-101784,KD 19.357,4,0,11,0
HW-101785,3.148,0,10,6,5
HW-101786,5.984,0,11,6,0
HW-101787,1.295,0,8,0,0
HW-101788,10.384,0,0,6,9
HW-101789,9.388,1,1,4,9
HW-101790,216.114,0,1,10,0
HW-101791,16.057,0,0,4,0
HW-101792,13.073,0,11,0,0
HW-101793,0.901,1,0,0,0
HW-101794,8.743,0,10,9,0
HW-101795,14.929,0,0,6,0
HW-101796,3.247,5,0,0,0
HW-101797,18.963,0,3,10,0
HW-101798,20.635,0,12,2,0
HW-101799,4.345,6,0,11,0
HW-101800,22.335,3,5,7,0
HW-101801,17.871,0,8,9,0
HW-101802,7.513,1,0,5,0
HW-101803,4.864,1,7,0,11
HW-101804,20.561,2,10,5,11
HW-101805,18.103,9,0,0,0
HW-101806,2.800,6,0,0,1
HW-101807,11.077,0,6,2,0
HW-101808,KD 5.607,0,0,7,0
HW-101809,293.510,0,2,12,3
HW-101810,17.420,11,0,0,2
HW-101811,18.195,10,8,4,3
HW-101812,KWD 10.678,8,0,8,0
HW-101813,1.956,11,0,9,0
HW-101814,24.840,3,1,0,5
HW-101815,KD 16.832,0,1,6,0
HW-101816,22.638,0,2,0,0
HW-101817,22.144,0,0,0,10
HW-101818,9.549,0,2,0,3
HW-101819,KWD 4.255,0,1,0,4
HW-101820,21.711,12,0,0,8
HW-101821,KD 6.785,4,0,0,0
HW-101822,5.633,7,2,11,0
HW-101823,5.811,0,0,4,0
HW-101824,KD 13.968,6,11,0,0
HW-101825,20.035,0,0,0,0
HW-101826,14.540,0,2,0,11
HW-101827,23.382,0,0,0,0
HW-101828,13.880,5,0,1,0
HW-101829,20.033,0,0,0,1
HW-101830,17.725,0,0,7,9
HW-101831,18.025,11,0,11,0
HW-101832,5.282,0,0,11,0
HW-101833,10.005,9,0,9,12
HW-101834,12.232,11,0,10,0
HW-101835,22.040,8,0,12,0
HW-101836,15.490,9,8,5,0
HW-101837,4.519,0,0,0,0
HW-101838,19.931,0,0,4,7
HW-101839,20.133,0,0,0,6
HW-101840,3.121,0,0,10,0
HW-101841,11.234,0,0,0,11
HW-101842,6.139,8,0,0,2
HW-101843,15.211,0,0,0,12
HW-101844,2.638,4,0,10,2
HW-101845,23.414,7,11,8,3
HW-101846,KD 23.823,0,0,0,0
HW-101847,1.334,0,0,0,0
HW-101848,20.166,0,0,3,7
HW-101849,9.418,0,6,0,7
HW-101850,16.641,0,0,4,0
HW-101851,13.193,0,0,9,9
HW-101852,24.205,9,0,0,8
HW-101853,13.205,9,0,0,5
HW-101854,1.921,0,0,7,1
HW-101855,0.335,0,0,3,7
HW-101856,6.025,11,12,10,12
HW-101857,23.555,0,0,0,0
HW-101858,19.314,9,6,1,9
HW-101859,18.390,0,0,0,0
HW-101860,96.089,0,0,0,9
HW-101861,17.163,0,9,12,8
HW-101862,21.781,11,0,4,0
HW-101863,7.472,0,8,10,0
HW-101864,16.150,0,10,6,0
HW-101865,5.927,0,0,0,8
HW-101866,4.137,3,0,0,3
HW-101867,7.043,10,6,0,8
HW-101868,8.040,1,7,0,0
HW-101869,4.813,10,0,4,0
HW-101870,18.565,0,10,0,6
HW-101871,6.867,0,10,0,0
HW-101872,18.755,0,0,0,5
HW-101873,78.394,0,0,2,12
HW-101874,10.337,6,0,0,0
HW-101875,8.483,0,0,0,0
HW-101876,14.779,0,0,1,0
HW-101877,13.879,0,11,0,7
HW-101878,7.018,2,6,0,0
HW-101879,6.427,0,0,11,9
HW-101880,18.588,0,0,10,2
HW-101881,KWD 23.646,0,0,1,0
HW-101882,KWD 22.589,0,4,7,8
HW-101883,24.794,11,12,0,0
HW-101884,2.599,0,0,3,10
HW-101885,KD 17.294,0,10,0,10
HW-101886,4.601,0,12,3,0
HW-101887,15.215,2,0,0,5
HW-101888,24.543,9,0,0,0
HW-101889,14.431,1,0,0,0
HW-101890,15.908,8,11,0,12
HW-101891,16.392,11,0,0,0
HW-101892,11.060,0,0,0,0
HW-101893,15.956,0,0,0,0
HW-101894,22.071,0,0,0,12
HW-101895,5.066,10,3,7,0
HW-101896,12.651,0,0,0,0
HW-101897,KD 8.015,0,0,0,12
HW-101898,19.129,3,0,0,0
HW-101899,9.549,2,11,0,0
HW-101900,17.913,0,3,0,0
HW-101901,0.214,12,0,0,0
HW-101902,24.111,0,0,0,12
HW-101903,10.024,0,3,0,4
HW-101904,6.723,11,7,0,12
HW-101905,20.321,0,0,0,4
HW-101906,6.254,4,0,0,9
HW-101907,16.475,0,0,12,8
HW-101908,0.870,0,12,7,9
HW-101909,6.426,3,0,0,3
HW-101910,18.390,0,3,1,0
HW-101911,18.738,0,0,0,0
HW-101912,22.565,0,0,0,0
HW-101913,KD 9.332,3,0,1,8
HW-101914,KD 17.744,6,2,6,5
HW-101915,14.586,2,1,0,0
HW-101916,16.461,2,0,0,0
HW-101917,6.833,4,10,0,4
HW-101918,13.718,0,3,0,12
HW-101919,KD 21.370,9,12,8,7
HW-101920,182.962,0,4,0,1
HW-101921,12.627,8,0,0,12
HW-101922,KD 3.500,0,0,2,0
HW-101923,KD 19.811,0,0,0,9
HW-101924,8.743,4,10,2,12
HW-101925,19.817,4,7,10,0
HW-101926,KD 8.021,0,11,0,12
HW-101927,15.395,6,0,0,0
HW-101928,2.232,0,6,0,7
HW-101929,3.602,8,9,0,0
HW-101930,21.324,2,4,2,0
HW-101931,10.592,0,0,11,0
HW-101932,17.571,0,0,0,9
HW-101933,KWD 16.664,0,11,0,6
HW-101934,KD 11.091,0,0,0,10
HW-101935,1.735,4,0,0,0
HW-101936,12.773,12,10,10,0
HW-101937,12.375,10,3,12,0
HW-101938,12.441,3,9,4,0
HW-101939,0.836,0,0,11,2
HW-101940,15.595,0,10,9,10
HW-101941,18.063,7,1,8,0
HW-101942,12.719,0,0,8,12
HW-101943,14.681,0,0,0,0
HW-101944,0.479,2,7,10,8
HW-101945,KD 23.510,6,12,0,7
HW-101946,11.631,0,12,12,8
HW-101947,231.973,0,0,4,0
HW-101948,14.571,0,0,0,0
HW-101949,4.291,0,0,10,3
HW-101950,9.644,0,0,0,0
HW-101951,194.431,0,0,9,9
HW-101952,24.885,6,0,0,0
HW-101953,12.264,1,8,0,0
HW-101954,3.786,0,8,0,0
HW-101955,0.815,1,0,5,0
HW-101956,170.357,3,0,0,0
HW-101957,KD 13.986,10,4,0,0
HW-101958,22.693,5,8,0,11
HW-101959,24.687,0,1,11,0
HW-101960,4.072,0,0,7,0
HW-101961,2.960,8,0,10,0
HW-101962,7.274,0,0,0,0
HW-101963,7.545,7,5,2,0
HW-101964,21.944,0,6,0,0
HW-101965,18.046,5,0,1,5
HW-101966,10.329,0,0,9,0
HW-101967,3.999,9,9,0,2
HW-101968,1.597,0,6,0,5
HW-101969,23.290,6,8,0,0
HW-101970,5.579,8,10,0,10
HW-101971,21.501,6,2,0,12
HW-101972,16.411,2,0,9,0
HW-101973,14.833,8,0,0,0
HW-101974,KD 10.929,9,6,0,0
HW-101975,14.011,8,0,6,5
HW-101976,23.305,0,1,0,0
HW-101977,16.199,0,11,1,0
HW-101978,4.243,0,7,3,6
HW-101979,9.859,0,0,12,1
HW-101980,21.423,0,0,0,0
HW-101981,7.369,0,0,0,0
HW-101982,262.615,0,0,5,6
HW-101983,5.683,0,0,2,0
HW-101984,17.832,3,0,0,0
HW-101985,23.806,0,6,5,0
HW-101986,10.370,9,5,12,0
HW-101987,6.905,1,0,5,6
HW-101988,13.090,6,0,0,11
HW-101989,KWD 0.771,0,7,5,0
HW-101990,3.877,0,8,0,0
HW-101991,3.305,6,3,0,0
HW-101992,16.139,0,0,0,0
HW-101993,10.544,0,0,0,0
HW-101994,4.730,10,0,4,0
HW-101995,KWD 21.433,0,0,0,0
HW-101996,112.573,0,0,3,0
HW-101997,4.966,0,1,0,0
HW-101998,24.430,0,6,9,9
HW-101999,11.888,0,0,2,0
HW-102000,242.097,0,11,0,2
HW-102001,KWD 13.134,11,0,0,0
HW-102002,7.019,6,0,4,3
HW-102003,4.306,9,9,0,0
HW-102004,4.091,0,0,4,0
HW-102005,21.350,0,7,0,11
HW-102006,174.148,0,6,1,0
HW-102007,21.706,0,0,0,9
HW-102008,14.591,0,0,4,12
HW-102009,210.194,8,11,11,11
HW-102010,0.887,0,0,0,8
HW-102011,3.417,0,5,12,4
HW-102012,1.602,0,11,0,9
HW-102013,1.120,12,0,0,0
HW-102014,19.400,0,4,12,11
HW-102015,KWD 20.986,3,0,12,0
HW-102016,21.624,0,0,0,6
HW-102017,3.410,0,12,8,8
HW-102018,22.406,3,12,1,0
HW-102019,KWD 5.654,0,7,8,0
HW-102020,260.148,5,0,0,5
HW-102021,2.427,0,2,7,0
HW-102022,168.824,10,2,0,8
HW-102023,11.054,7,10,0,0
HW-102024,18.534,0,0,0,0
HW-102025,5.570,1,7,0,0
HW-102026,56.354,0,2,0,10
HW-102027,0.828,0,0,9,7
HW-102028,8.496,0,3,0,0
HW-102029,5.470,9,0,11,0
HW-102030,22.119,0,0,8,0
HW-102031,24.862,0,7,6,0
HW-102032,KWD 11.198,0,0,0,4
HW-102033,14.675,0,0,0,0
HW-102034,2.554,0,0,0,0
HW-102035,11.217,5,0,4,0
HW-102036,20.152,8,0,10,0
HW-102037,24.466,7,0,2,1
HW-102038,104.449,11,0,0,10
HW-102039,6.850,9,2,3,10
HW-102040,6.931,0,12,0,0
HW-102041,6.750,6,0,12,0
HW-102042,13.593,0,4,0,9
HW-102043,17.084,0,0,12,5
HW-102044,18.202,0,0,6,4
HW-102045,22.230,0,3,0,0
HW-102046,23.593,8,0,7,0
HW-102047,19.159,2,0,9,4
HW-102048,3.923,11,0,9,6
HW-102049,8.657,12,0,11,7
HW-102050,24.443,0,0,9,8
HW-102051,17.559,0,4,8,0
HW-102052,4.355,0,0,10,0
HW-102053,KWD 21.157,1,1,5,0
HW-102054,5.090,12,0,0,8
HW-102055,0.455,9,0,1,0
HW-102056,21.246,0,9,0,0
HW-102057,22.173,5,11,9,4
HW-102058,0.779,0,6,0,2
HW-102059,20.076,8,11,6,7
HW-102060,4.265,11,0,0,11
HW-102061,24.868,0,0,0,0
HW-102062,7.442,3,0,1,0
HW-102063,8.653,11,1,1,12
HW-102064,8.630,0,2,0,9
HW-102065,9.937,4,0,0,9
HW-102066,24.112,2,0,12,7
HW-102067,9.825,0,0,0,0
HW-102068,18.717,7,0,0,10
HW-102069,11.280,4,9,6,0
HW-102070,KD 23.014,0,0,0,0
HW-102071,18.776,0,0,6,0
HW-102072,2.468,0,0,0,4
HW-102073,12.106,0,3,0,0
HW-102074,19.470,0,8,9,7
HW-102075,24.393,0,11,1,4
HW-102076,21.931,4,0,0,9
HW-102077,4.169,3,0,0,11
HW-102078,15.912,5,0,0,8
HW-102079,19.227,0,12,0,1
HW-102080,6.265,0,0,6,0
HW-102081,21.952,0,0,1,0
HW-102082,12.162,4,7,4,0
HW-102083,2.482,3,7,8,3
HW-102084,19.668,11,12,6,0
HW-102085,10.227,1,0,5,0
HW-102086,15.686,8,1,3,10
HW-102087,8.366,5,5,0,0
HW-102088,12.890,0,0,1,0
HW-102089,1.879,0,0,5,0
HW-102090,13.303,0,0,0,11
HW-102091,13.594,0,0,2,0
HW-102092,3.731,0,8,2,4
HW-102093,3.152,2,0,0,8
HW-102094,3.130,0,0,6,11
HW-102095,KD 16.977,0,7,0,4
HW-102096,16.494,9,0,0,6
HW-102097,8.626,0,0,0,10
HW-102098,15.902,0,0,3,2
HW-102099,7.914,0,7,7,4
HW-102100,8.059,2,0,0,11
HW-102101,11.086,0,11,12,5
HW-102102,20.171,6,0,0,0
HW-102103,KD 15.230,0,9,0,0
HW-102104,158.379,0,0,10,0
HW-102105,21.175,3,0,0,0
HW-102106,0.688,12,0,2,6
HW-102107,4.573,5,0,0,7
HW-102108,1.574,0,0,0,0
HW-102109,7.636,10,11,1,0
HW-102110,7.313,9,2,4,0
HW-102111,24.058,6,0,11,11
HW-102112,24.689,0,12,0,1
HW-102113,1.803,0,0,5,5
HW-102114,4.773,3,0,0,0
HW-102115,4.393,0,6,9,0
HW-102116,4.374,1,12,0,0
HW-102117,11.418,0,1,0,0
HW-102118,12.273,0,7,0,0
HW-102119,7.097,3,9,6,0
HW-102120,17.901,0,6,11,8
HW-102121,3.224,0,8,0,7
HW-102122,21.403,0,0,0,0
HW-102123,9.570,1,1,0,9
HW-102124,18.168,0,0,0,1
HW-102125,0.446,12,6,12,1
HW-102126,KD 12.858,0,0,3,0
HW-102127,14.576,11,1,2,10
HW-102128,19.239,9,10,7,9
HW-102129,24.243,3,0,9,0
HW-102130,7.161,0,4,8,10
HW-102131,15.481,0,0,7,0
HW-102132,KD 9.473,0,0,6,10
HW-102133,1.722,0,0,0,0
HW-102134,10.321,11,0,2,12
HW-102135,265.473,0,0,5,9
HW-102136,22.802,0,12,0,0
HW-102137,2.098,1,0,3,0
HW-102138,5.088,1,0,0,0
HW-102139,1.604,0,0,0,0
HW-102140,22.536,6,0,3,0
HW-102141,8.712,0,9,12,12
HW-102142,1.168,0,0,3,10
HW-102143,0.447,10,0,2,0
HW-102144,1.409,0,0,11,0
HW-102145,12.768,0,0,0,0
HW-102146,174.127,6,11,0,0
HW-102147,9.944,0,4,8,0
HW-102148,9.580,0,0,0,2
HW-102149,1.813,1,0,0,0
HW-102150,6.767,0,0,8,0
HW-102151,10.816,0,3,7,8
HW-102152,24.794,0,10,0,0
HW-102153,39.373,8,0,1,10
HW-102154,20.015,0,0,0,10
HW-102155,6.858,12,0,0,0
HW-102156,7.698,9,2,9,0
HW-102157,9.273,0,0,0,0
HW-102158,6.130,0,0,0,0
HW-102159,10.372,12,3,0,10
HW-102160,16.702,3,0,11,0
HW-102161,23.198,0,0,4,0
HW-102162,KWD 24.713,0,11,8,0
HW-102163,KWD 21.502,10,12,11,7
HW-102164,275.913,4,9,6,4
HW-102165,21.589,0,0,0,3
HW-102166,19.695,0,8,3,5
HW-102167,12.963,0,0,0,9
HW-102168,8.291,7,11,0,0
HW-102169,4.347,3,7,10,11
HW-102170,12.449,0,0,0,10
HW-102171,22.337,0,4,0,2
HW-102172,9.785,0,0,0,3
HW-102173,249.295,10,1,12,12
HW-102174,21.457,0,0,0,7
HW-102175,19.138,8,0,1,0
HW-102176,12.759,10,0,0,1
HW-102177,23.826,0,0,7,0
HW-102178,19.016,0,10,0,0
HW-102179,11.317,0,1,0,0
HW-102180,10.701,0,2,0,0
HW-102181,2.436,0,7,0,0
HW-102182,5.860,0,10,7,2
HW-102183,1.464,0,6,9,3
HW-102184,KWD 9.500,8,2,0,0
HW-102185,19.868,0,0,0,7
HW-102186,11.421,0,1,0,5
HW-102187,16.176,10,3,11,11
HW-102188,13.885,0,0,0,0
HW-102189,1.080,0,0,0,12
HW-102190,11.040,3,0,4,0
HW-102191,5.283,0,1,12,6
HW-102192,1.884,0,0,6,9
HW-102193,10.498,0,2,0,8
HW-102194,19.762,7,4,6,7
HW-102195,3.319,0,5,0,0
HW-102196,8.627,0,0,5,5
HW-102197,20.778,0,0,2,0
HW-102198,22.390,10,8,0,0
HW-102199,13.542,0,0,7,8
HW-102200,KD 46.972,2,0,8,11
HW-102201,15.644,4,0,2,0
HW-102202,KD 2.271,3,4,0,8
HW-102203,23.932,12,0,9,6
HW-102204,KD 11.852,7,0,0,0
HW-102205,7.236,3,0,0,10
HW-102206,5.363,0,0,7,6
HW-102207,0.773,0,7,7,7
HW-102208,22.159,7,0,9,12
HW-102209,10.363,0,0,0,2
HW-102210,17.031,3,0,0,5
HW-102211,23.952,0,0,0,0
HW-102212,6.845,2,1,6,3
HW-102213,24.003,0,0,0,11
HW-102214,KWD 14.794,0,0,0,8
HW-102215,2.775,11,0,11,0
HW-102216,20.451,4,0,2,8
HW-102217,15.760,5,0,0,9
HW-102218,1.745,3,0,2,0
HW-102219,22.983,9,0,2,11
HW-102220,18.479,10,0,12,0
HW-102221,9.364,8,0,0,0
HW-102222,1.412,5,0,2,6
HW-102223,7.614,0,7,0,0
HW-102224,17.612,6,0,0,0
HW-102225,22.057,0,0,0,0
HW-102226,13.579,10,11,0,5
HW-102227,1.129,12,0,7,0
HW-102228,1.152,0,6,4,0
HW-102229,5.364,0,0,0,0
HW-102230,9.361,4,0,0,0
HW-102231,21.738,12,3,0,12
HW-102232,0.996,0,0,1,0
HW-102233,5.269,3,0,2,7
HW-102234,18.579,0,0,8,0
HW-102235,KWD 17.951,0,5,0,0
HW-102236,10.495,10,0,0,11
HW-102237,KD 5.044,1,0,5,0
HW-102238,16.604,2,0,3,0
HW-102239,9.547,8,1,8,0
HW-102240,9.830,10,0,0,3
HW-102241,24.145,8,8,0,0
HW-102242,5.146,12,0,0,2
HW-102243,22.031,4,4,0,2
HW-102244,KD 3.119,10,9,0,0
HW-102245,9.084,0,0,0,0
HW-102246,24.813,0,8,9,4
HW-102247,213.491,3,12,0,9
HW-102248,0.714,0,9,5,0
HW-102249,10.944,0,11,4,0
HW-102250,13.971,0,1,0,0
HW-102251,2.322,10,9,2,0
HW-102252,8.057,2,0,0,11
HW-102253,24.928,0,5,6,0
HW-102254,9.584,0,8,0,0
HW-102255,16.474,6,0,0,0
HW-102256,22.804,0,0,0,0
HW-102257,12.778,0,0,0,12
HW-102258,4.818,0,10,7,0
HW-102259,2.747,11,8,7,5
HW-102260,56.813,6,0,0,12
HW-102261,12.946,7,0,9,0
HW-102262,10.786,0,0,0,10
HW-102263,4.016,2,0,4,0
HW-102264,21.365,0,0,0,0
HW-102265,KD 7.303,5,12,0,11
HW-102266,KWD 16.902,0,11,0,0
HW-102267,2.080,0,0,6,0
HW-102268,5.213,0,3,0,9
HW-102269,21.707,0,1,0,0
HW-102270,13.472,11,0,2,12
HW-102271,14.002,7,0,0,0
HW-102272,15.572,10,7,2,0
HW-102273,KWD 17.187,10,0,3,7
HW-102274,18.580,0,4,9,0
HW-102275,6.488,9,7,0,11
HW-102276,20.212,0,4,0,11
HW-102277,20.574,6,0,4,1
HW-102278,20.793,0,0,0,0
HW-102279,20.582,0,0,8,0
HW-102280,17.492,0,6,2,11
