Item Code,Description,Description (AR),Barcode,Category,UOM,Cost,Retail,Re-Order Qty,Notes,Mfr Part No,Brand
HW-102086, Ingco Hacksaw Medium ,,6967333527225,hand saws,PCS,15.686,18.652,25,Ingco Hand Saws - ING-97759,,Ingco
HW-102087,"Black+Decker PPR Pipe 1 inch,",,6381575234178,PPR Pipes,PCS,8.366,9.893,'20,Black+Decker PPR Pipes - BLA-40031,BLA-40031,Black+Decker
HW-102088,Ridgid Spirit Level 20 Gauge,ميزان مياه 20 Gauge,6150757609433,Spirit Levels,PCS,12.890,15.705,25,,,Ridgid
HW-102089,Stanley Welding Electrode Small,أسياخ لحام Small,6344939234814,Welding Rods  ,PCS,1.879,2.517,15,Stanley Welding Rods - STA-2565,STA-2565,Stanley
HW-102090,Stanley Cutting Disc 1L  ,أقراص قطع 1L,6903917337932,Cutting Discs,Nos,13.303,19.942,'10,,,Stanley
HW-102091,bosch electric planer 4l,مسويات وروترات 4L,6567447467996,Planers & Routers,PCS,13.594,18.374,15,Bosch Planers & Routers - BOS-56547,BOS-56547,Bosch
HW-102092,Bosch Garden Hose 650W,خراطيم ورشاشات 650W,6642765192572,Hoses & Sprinklers,PCS,3.731,5.724,15,Bosch Hoses & Sprinklers - BOS-93469,BOS-93469,Bosch
HW-102093,Skil Door Hinge 50mm,مفصلات أبواب 50mm,6402262696640,Door Hinges,pc,3.152,KD 4.820,25,Skil Door Hinges - SKI-57576,SKI-57576,Skil
HW-102094,Makita Circular Saw 1 inch,مناشير دائرية 1 inch,6304829407275,Circular Saws,PCS,3.130,3.951,5,,MAK-6612,Makita
HW-102095,DeWalt Circular Saw 6mm,مناشير دائرية 6mm,6525880041511,Circular Saws,PCS,16.977,23.985,20,DeWalt Circular Saws - DEW-86603,,DeWalt
HW-102096,"Bosch Pruning Shears 20 Gauge,",مقصات تقليم 20 Gauge,6892442327154,PRUNING  SHEARS,PCS,16.494,20.580,5,Bosch Pruning Shears - BOS-98514,BOS-98514,Bosch
HW-102097,Hitachi Scaffolding Frame 16 Gauge,,6890657082148,SCAFFOLDING,PCS,8.626,13.157,25,,HIT-66832,Hitachi
HW-102098,Karcher Spirit Level 750W,,6134425767455,spirit levels,PCS,15.902,20.626,15,Karcher Spirit Levels - KAR-84432,KAR-84432,Karcher
HW-102099,Skil Work Gloves 5kg,قفازات 5kg,6593576651068,GLOVES,PCS,KWD 7.914,10.119,10,Skil Gloves - SKI-41884,,Skil
HW-102100,Karcher Garden Shovel 6mm,,6929929908250,Shovels & Spades,PCS,KD 8.059,KD 10.818,50,Karcher Shovels & Spades - KAR-70098,KAR-70098,Karcher
HW-102101,HILTI COMMON NAIL 22 GAUGE,مسامير 22 Gauge,6815424933041,Nails,PCS,11.086,15.837,5,Hilti Nails - HIL-46301,HIL-46301,Hilti
HW-102102,Crown Wire Brush 3/8 inch,فرش سلك 3/8 inch,6701291523511,Wire Brushes,PCS,20.171,25.204,5,Crown Wire Brushes - CRO-20077,,Crown
HW-102103,Tolsen Steel Chain 22 Gauge,سلاسل 22 Gauge,6346184223279,Chains,PCS,15.230,21.634,25,,TOL-72986,Tolsen
HW-102104,Hitachi Copper Tee 18L,,6723097931067,Copper Fittings,PCS,158.379,193.945,20,Hitachi Copper Fittings - HIT-83819,HIT-83819,Hitachi
HW-102105,Al-Fanar Construction Adhesive 1500W,,6899058152274,Construction Adhesive,PCS,21.175,25.660,25,,AL--14392,Al-Fanar
HW-102106,Makita Cordless Drill 25mm,مثاقب 25mm,6432395430755,Drills & Drivers,PCS,0.688,0.910,15,Makita Drills & Drivers - MAK-22796,,Makita
HW-102107,DeWalt Garden Hose 900W,خراطيم ورشاشات 900W,6250855058315,Hoses & Sprinklers,PCS,4.573,6.360,20,DeWalt Hoses & Sprinklers - DEW-56803,DEW-56803,DeWalt
HW-102108,Tolsen Aluminium Ladder 22 Gauge,سلالم ألمنيوم 22 Gauge,6549750588595,Aluminium Ladders,PCS,1.574,KD 2.380,10,Tolsen Aluminium Ladders - TOL-86505,TOL-86505,Tolsen
HW-102109,DeWalt Flat Washer 1 inch,حلقات 1 inch,6545060262061,Washers,PCS,7.636,11.046,25,DeWalt Washers - DEW-72785,DEW-72785,DeWalt
HW-102110,Sata Epoxy Adhesive 1 inch,إيبوكسي 1 inch,6112996800135,epoxy,PCS,7.313,10.350,25,,SAT-59757,Sata
HW-102111,Sata Safety Goggles 1 inch,نظارات واقية 1 inch,6938432636793,Eye Protection,PCS,24.058,32.946,25,Sata Eye Protection - SAT-53512,SAT-53512,Sata
HW-102112,HILTI WOOD SCREW 22 GAUGE,براغي خشب 22 Gauge,6384848499048,Wood Screws,PCS,24.689,35.959,5,,HIL-32353,Hilti
HW-102113,Makita Wood Screw Medium  ,براغي خشب Medium,6732842091238,Wood Screws,PCS,1.803,2.529,5,Makita Wood Screws - MAK-87261,,Makita
HW-102114,AL-FANAR JIGSAW 1KG,مناشير منحنية 1kg,6779776007044,Jigsaws,PCS,4.773,6.618,15,Al-Fanar Jigsaws - AL--14597,,Al-Fanar
HW-102115,Crown Spray Paint Can 1L,,6857855163632,spray paint,PCS,4.393,5.624,20,Crown Spray Paint - CRO-47985,CRO-47985,Crown
HW-102116,Ingco Wall Primer 18L  ,برايمر 18L,6487385252345,Primers,PCS,4.374,6.772,10,Ingco Primers - ING-88350,ING-88350,Ingco
HW-102117,Black+Decker Grinding Disc 3/8 Inch,,6133697858032,Grinding Discs,PCS,11.418,14.260,15,Black+Decker Grinding Discs - BLA-45113,BLA-45113,Black+Decker
HW-102118,Makita Epoxy Adhesive 450W,,6238300395307,EPOXY,pcs,12.273,18.207,15,Makita Epoxy - MAK-74442,MAK-74442,Makita
HW-102119,Bosch Emulsion Paint 25kg,,6559280238340,Emulsion Paint,PC,7.097,10.377,15,Bosch Emulsion Paint - BOS-78456,BOS-78456,Bosch
HW-102120,Crown Circular Saw 1/2 inch,مناشير دائرية 1/2 inch,6348521358933,Circular Saws,PCS,KD 17.901,24.529,25,,CRO-38171,Crown
HW-102121,Truper Step Stool 8mm,مقاعد درج 8mm,6194926564566,Step Stools,PCS,3.224,KD 4.030,10,,,Truper
HW-102122,DeWalt Self Tapping Screw 450W,,6872959814553,Self Tapping Screws,PCS,21.403,29.880,20,DeWalt Self Tapping Screws - DEW-19830,DEW-19830,DeWalt
HW-102123,Stanley Extension Cord 50mm,وصلات كهرباء 50mm,6178368815785,  Extension Cords,PCS,9.570,13.477,10,Stanley Extension Cords - STA-94031,STA-94031,Stanley
HW-102124,Skil Super Glue 1200W,لاصق سريع 1200W,6376380090360,Super Glue,PCS,18.168,22.875,10,,,Skil
HW-102125,Stanley Inverter Generator 1200W,مولدات كهرباء 1200W,6424328252784,Generators,PCS,KWD 0.446,KWD 0.670,10,Stanley Generators - STA-78605,,Stanley
HW-102126,TOTAL TAPE MEASURE 900W,,6929429762927,Tape Measures,pcs,12.858,18.653,10,,,Total
HW-102127, Ridgid Wood Chisel 22 Gauge ,,6128062663200,Chisels,Pieces,14.576,20.342,25,Ridgid Chisels - RID-99882,,Ridgid
HW-102128,Metabo Flexible Wire 1 inch  ,كابلات وأسلاك 1 inch,6814283466682,cables & wires,Pieces,19.239,25.563,25,Metabo Cables & Wires - MET-10695,MET-10695,Metabo
HW-102129,Al-Fanar Hi-Vis Safety Vest XL,سترات عاكسة XL,6904041652955,High Visibility Vests,PCS,KWD 24.243,30.713,5,Al-Fanar High Visibility Vests - AL--82726,AL--82726,Al-Fanar
HW-102130,Sata Super Glue 450W,لاصق سريع 450W,6543942416765,Super Glue,PCS,7.161,9.307,50,,,Sata
HW-102131,Al-Fanar Emulsion Paint 20L.,دهان مائي 20L,6162582673860,Emulsion Paint,PCS,15.481,22.209,15,Al-Fanar Emulsion Paint - AL--10835,AL--10835,Al-Fanar
HW-102132,Skil Expansion Anchor 20 Gauge,مثبتات جدارية 20 Gauge,6856768368264, Anchors & Plugs ,PCS,9.473,11.470,5,,SKI-77036,Skil
HW-102133,Ingco PPR Pipe 10kg,,6396012355941,PPR Pipes,PC,1.722,2.038,5,Ingco PPR Pipes - ING-96973,ING-96973,Ingco
HW-102134,Bosch  Angle Grinder 18 Gauge,صنفرة زاوية 18 Gauge,6869824602969,Angle Grinders,Nos,10.321,13.066,50,Bosch Angle Grinders - BOS-92549,,Bosch
HW-102135,Sata Door Handle 50mm,,6434470012568,Door Handles,PCS,265.473,319.718,20,Sata Door Handles - SAT-26648,,Sata
HW-102136,Sata Tool Kit 16 Gauge Pieces,طقم عدة 16 Gauge,6164648986244,"Tool  Sets,",PCS,22.802,28.432,50,,SAT-37903,Sata
HW-102137,Ridgid Wall Switch 3/4 inch  ,,6736088768687,Switches & Sockets,PCS,2.098,2.759,5,,,Ridgid
HW-102138,Skil Garden Shovel 16 Gauge,مجارف 16 Gauge,6973886598805,Shovels & Spades,PCS,5.088,6.416,5,,,Skil
HW-102139,Hilti Spray Paint Can Small  ,بخاخ دهان Small,6730508136888,Spray Paint,PCS,1.604,2.207,20,,HIL-26323,Hilti
HW-102140,Bosch Tile Adhesive Bag 1kg,,6895767085117,Tiles Adhesive,PCS,22.536,30.918,15,Bosch Tiles Adhesive - BOS-9698,BOS-9698,Bosch
HW-102141,Metabo PU Foam Filler 50mm,رغوة عازلة 50mm,6359733275404,Foam Fillers,Pieces,KWD 8.712,10.421,50,Metabo Foam Fillers - MET-56321,MET-56321,Metabo
HW-102142,Tolsen Platform Ladder 1 inch,سلالم منصة 1 inch,6457252620427,platform ladders,PCS,1.168,KD 1.579,5,Tolsen Platform Ladders - TOL-52147,TOL-52147,Tolsen
HW-102143,Al-Fanar Inverter Generator Small,مولدات كهرباء Small,6212903378603,Generators,PCS,0.447,0.651,5,Al-Fanar Generators - AL--3907,AL--3907,Al-Fanar
HW-102144,Truper Pop Rivet 20L,مسامير برشام 20L,6694188224673,  Rivets,PCS,1.409,2.071,25,,TRU-39136,Truper
HW-102145,DeWalt Pop Rivet 1/2 inch,مسامير برشام 1/2 inch,6129728254253,Rivets,PCS,12.768,16.490,20,DeWalt Rivets - DEW-71813,DEW-71813,DeWalt
HW-102146, Hilti Wood Screw 9L ,براغي خشب 9L,6505649203188,Wood Screws,PCS,174.127,227.012,25,Hilti Wood Screws - HIL-20328,HIL-20328,Hilti
HW-102147,Ridgid Thermal Insulation Sheet 10mm,,6199752509838,INSULATION,PCS,9.944,15.180,50,,,Ridgid
HW-102148,Karcher Copper Elbow Medium,وصلات نحاس Medium,6862418079516,Copper Fittings,PCS,9.580,11.809,15,Karcher Copper Fittings - KAR-48268,KAR-48268,Karcher
HW-102149,Stanley PVC Conduit Pipe 16mm,مواسير كهرباء 16mm,6130585027252,Conduits,PCS,1.813,2.199,20,Stanley Conduits - STA-17446,STA-17446,Stanley
HW-102150,Al-Fanar Thermal Insulation Sheet 18 Gauge.,عزل 18 Gauge,6858909170324,Insulation,PCS,6.767,9.267,5,Al-Fanar Insulation - AL--42038,AL--42038,Al-Fanar
HW-102151,Gulf Star Steel Chain 1/4 inch,سلاسل 1/4 inch,6438619538377,CHAINS,PCS,10.816,14.412,50,Gulf Star Chains - GUL-42199,GUL-42199,Gulf Star
HW-102152,ridgid wire brush 25kg,فرش سلك 25kg,6976887274343,Wire Brushes,PCS,24.794,36.827,5,Ridgid Wire Brushes - RID-26149,RID-26149,Ridgid
HW-102153,Yato Thermal Insulation Sheet 22 Gauge,عزل 22 Gauge,6666157977360,Insulation,PCS,39.373,48.751,25,Yato Insulation - YAT-60321,YAT-60321,Yato
HW-102154,CROWN WELDING ELECTRODE MEDIUM,,6222372284630,Welding Rods  ,PCS,20.015,26.650,15,Crown Welding Rods - CRO-40836,CRO-40836,Crown
HW-102155,Tolsen Tile Adhesive Bag 12mm,لاصق بلاط 12mm,6339316410659,Tiles Adhesive,PCS,6.858,10.093,50,Tolsen Tiles Adhesive - TOL-17258,,Tolsen
HW-102156,  dewalt steel toe safety boots 24 gauge,أحذية سلامة 24 Gauge,6412500357153,Safety Boots,PCS,7.698,9.440,20,,,DeWalt
HW-102157,Hilti Wall Plug 5kg,مثبتات جدارية 5kg,6314622291374,Anchors & Plugs,PCS,9.273,11.138,15,Hilti Anchors & Plugs - HIL-48107,HIL-48107,Hilti
HW-102158,Skil Galvanized Metal Sheet Large,صفائح معدنية Large,6619528479428,Metal Sheets,PCS,6.130,8.004,15,,SKI-8649,Skil
HW-102159,Bosch Angle Grinder Medium,صنفرة زاوية Medium,6977193874261,Angle Grinders,PCS,10.372,KD 13.362,25,Bosch Angle Grinders - BOS-95609,BOS-95609,Bosch
HW-102160,Karcher Safety Goggles 1/4 inch,نظارات واقية 1/4 inch,6413510334820,Eye Protection,PCS,16.702,24.847,20,Karcher Eye Protection - KAR-11907,KAR-11907,Karcher
HW-102161,Al-Fanar Tool Kit 50kg Pieces,طقم عدة 50kg,6702803524542,Tool Sets,PCS,23.198,35.384,25,,,Al-Fanar
HW-102162,Total Pruning Shears Large,مقصات تقليم Large,6109309858072,"Pruning Shears,",PCS,24.713,36.177,25,Total Pruning Shears - TOT-51667,,Total
HW-102163,Sata Hand Saw 32Mm,,6585132373264,Hand Saws,PCS,21.502,26.290,10,Sata Hand Saws - SAT-80234,SAT-80234,Sata
HW-102164,Karcher Door Lock 3/4 inch,أقفال 3/4 inch,6514772194216,Locks & Padlocks,PCS,275.913,414.305,25,Karcher Locks & Padlocks - KAR-37900,,Karcher
HW-102165,Stanley Machine Screw 900W,براغي آلات 900W,6376512788373,Machine Screws,PCS,21.589,32.367,25,Stanley Machine Screws - STA-34628,STA-34628,Stanley
HW-102166,Total Inverter Generator 25kg,,6560073846915,Generators,PC,19.695,23.428,25,Total Generators - TOT-73539,TOT-73539,Total
HW-102167,Makita Spirit Level 2000W,ميزان مياه 2000W,6653423935224,Spirit Levels,pcs,12.963,18.592,5,Makita Spirit Levels - MAK-79651,MAK-79651,Makita
HW-102168,Crown Paint Thinner 4L,تنر 4L,6421667722125,Thinners,PCS,8.291,10.098,5,Crown Thinners - CRO-84283,CRO-84283,Crown
HW-102169,Crown Wood Chisel 20 Gauge,إزميل 20 Gauge,6343330952798,Chisels,PC,4.347,6.301,25,,CRO-87008,Crown
HW-102170,Bosch Jigsaw 50kg,,6175630565099,Jigsaws,PCS,12.449,15.245,25,,,Bosch
HW-102171,Crown Self Tapping Screw 24 Gauge,براغي ذاتية التنصيت 24 Gauge,6204644815926,SELF TAPPING SCREWS,PCS,22.337,KWD 31.471,10,Crown Self Tapping Screws - CRO-33498,CRO-33498,Crown
HW-102172,DeWalt Ready Mix Mortar 24 Gauge,أسمنت وملاط 24 Gauge,6377595977237,Cement & Mortar,PCS,9.785,12.711,10,,DEW-32978,DeWalt
HW-102173,Ingco Hi-Vis Safety Vest 16 Gauge,سترات عاكسة 16 Gauge,6562596665195,High Visibility Vests,PCS,249.295,353.266,50,,,Ingco
HW-102174,Metabo Pop Rivet 24 Gauge,مسامير برشام 24 Gauge,6344869416314,Rivets,PCS,21.457,KD 25.359,25,Metabo Rivets - MET-90072,,Metabo
HW-102175,Karcher Enamel Paint 10mm,,6662993635341,Enamel Paint,PCS,19.138,23.487,10,Karcher Enamel Paint - KAR-97752,,Karcher
HW-102176,Black+Decker Digging Spade 5kg,مجارف 5kg,6627848931907,Shovels & Spades,PCS,12.759,15.221,5,Black+Decker Shovels & Spades - BLA-96147,,Black+Decker
HW-102177,Black+Decker Dust Mask Respirator 900W,أقنعة تنفس 900W,6737292408461,Respirators,PCS,23.826,33.673,15,Black+Decker Respirators - BLA-73949,BLA-73949,Black+Decker
HW-102178,Ridgid PPR Pipe 1L,مواسير بي بي آر 1L,6174114503182,Ppr Pipes,PCS,19.016,23.019,25,Ridgid PPR Pipes - RID-42076,RID-42076,Ridgid
HW-102179,Skil Extension Cord 1L,وصلات كهرباء 1L,6617295607423,Extension Cords,PC,11.317,14.050,20,,SKI-47501,Skil
HW-102180,DeWalt Socket Wrench Set Medium,مفاتيح ربط Medium,6840363814711,Wrenches,PCS,10.701,KD 12.992,25,DeWalt Wrenches - DEW-54119,,DeWalt
HW-102181,Hitachi Enamel Paint 9L,دهان زيتي 9L,6250684403335,Enamel Paint,Nos,2.436,2.886,10,,HIT-82411,Hitachi
HW-102182,Black+Decker Basin Tap 24 Gauge,حنفيات وخلاطات 24 Gauge,6916767546852,TAPS & MIXERS,PCS,5.860,8.513,50,Black+Decker Taps & Mixers - BLA-85087,BLA-85087,Black+Decker
HW-102183,Al-Fanar Thermal Insulation Sheet 20mm,,6434808495013,"Insulation,",PCS,1.464,KD 1.883,15,,AL--85101,Al-Fanar
HW-102184,Metabo Laser Level 10kg,ميزان ليزر 10kg,6954620398538,Laser Levels,PCS,9.500,13.344,5,,,Metabo
HW-102185,Gulf Star Electric Planer 900W,مسويات وروترات 900W,6340701167935,Planers & Routers,PCS,19.868,KWD 25.949,15,Gulf Star Planers & Routers - GUL-63506,,Gulf Star
HW-102186,Karcher Combination Wrench Medium,,6355573367655,Wrenches,PCS,11.421,17.687,15,Karcher Wrenches - KAR-85484,KAR-85484,Karcher
HW-102187,Ridgid Plastic Water Tank 24 Gauge.,خزانات مياه 24 Gauge,6843226357660,Water Tanks,Pieces,16.176,19.595,20,Ridgid Water Tanks - RID-38400,RID-38400,Ridgid
HW-102188,DeWalt Super Glue 10kg,,6229347343208,Super Glue,PCS,13.885,21.217,15,DeWalt Super Glue - DEW-28955,,DeWalt
HW-102189,Karcher LED Bulb 4L,إنارة 4L,6416256456301,Lighting,PCS,1.080,1.561,10,Karcher Lighting - KAR-67200,KAR-67200,Karcher
HW-102190,Ingco Paint Roller XL,فرش ورولات XL,6197848741241,Brushes & Rollers,PCS,KD 11.040,14.851,10,Ingco Brushes & Rollers - ING-9293,ING-9293,Ingco
HW-102191,Karcher Wood Chisel 3/8 Inch,إزميل 3/8 inch,6341984174689,Chisels,PCS,KWD 5.283,7.179,15,,KAR-50457,Karcher
HW-102192,Skil Enamel Paint 16 Gauge,دهان زيتي 16 Gauge,6927472316117,Enamel Paint,PCS,1.884,2.762,25,Skil Enamel Paint - SKI-41504,,Skil
HW-102193,Gulf Star Flat Washer 450W,حلقات 450W,6305665104454,Washers,PCS,10.498,13.637,10,,GUL-72928,Gulf Star
HW-102194,INGCO PLASTIC WATER TANK 1 INCH,خزانات مياه 1 inch,6952821621967,Water Tanks,PCS,19.762,26.423,20,,ING-67951,Ingco
HW-102195,METABO SPRAY PAINT CAN 4L,بخاخ دهان 4L,6449160193205,Spray Paint,PCS,3.319,4.339,25,Metabo Spray Paint - MET-51034,,Metabo
HW-102196,Hitachi Enamel Paint 40mm,دهان زيتي 40mm,6190177916530,enamel paint,PCS,8.627,KWD 12.719,15,,HIT-77056,Hitachi
HW-102197,Yato Tape Measure 1500W,أشرطة قياس 1500W,6642381510107,TAPE MEASURES,Nos,20.778,29.231,5,Yato Tape Measures - YAT-16925,YAT-16925,Yato
HW-102198,Karcher Plastic Water Tank Medium,خزانات مياه Medium,6491345826406,Water Tanks,PCS,22.390,29.311,5,Karcher Water Tanks - KAR-74355,,Karcher
HW-102199,Skil Copper Tee 9L,,6491493256013,Copper Fittings,PCS,13.542,19.596,25,Skil Copper Fittings - SKI-81987,SKI-81987,Skil
HW-102200,Bosch Sandpaper Sheet Small,ورق صنفرة Small,6370334572859,Sandpaper,PCS,46.972,KWD 57.484,10,Bosch Sandpaper - BOS-35917,BOS-35917,Bosch
HW-102201,Bosch Work Gloves Small,قفازات Small,6591826352004,Gloves,PCS,15.644,23.401,10,,BOS-68423,Bosch
HW-102202,DeWalt Gate Valve 4L,صمامات 4L,6394973723484,Valves,PCS,KWD 2.271,3.125,15,DeWalt Valves - DEW-76153,,DeWalt
HW-102203,Ingco Door Hinge 20L,مفصلات أبواب 20L,6689976382094,Door Hinges  ,PCS,23.932,34.992,5,Ingco Door Hinges - ING-62336,ING-62336,Ingco
HW-102204,Sata Aluminium Ladder 18 Gauge,سلالم ألمنيوم 18 Gauge,6695284162994,Aluminium Ladders,PCS,11.852,18.179,50,,SAT-23266,Sata
HW-102205,"Skil Kitchen Mixer 22 Gauge,",حنفيات وخلاطات 22 Gauge,6701708907468,taps & mixers,PCS,7.236,9.502,25,Skil Taps & Mixers - SKI-53238,SKI-53238,Skil
HW-102206,Metabo Epoxy Adhesive 18 Gauge,إيبوكسي 18 Gauge,6216506721950,Epoxy,PCS,5.363,7.016,10,,MET-3561,Metabo
HW-102207,Ridgid Pruning Shears 20mm,مقصات تقليم 20mm,6115222675536,Pruning Shears,PCS,0.773,1.095,50,Ridgid Pruning Shears - RID-67949,RID-67949,Ridgid
HW-102208,DeWalt Garden Hose 16mm,خراطيم ورشاشات 16mm,6726285151839,Hoses & Sprinklers,Nos,22.159,31.414,15,DeWalt Hoses & Sprinklers - DEW-62895,DEW-62895,DeWalt
HW-102209, TRUPER FLAT WASHER 900W ,,6958182011117,Washers,PCS,10.363,13.377,10,Truper Washers - TRU-99606,TRU-99606,Truper
HW-102210,Karcher Super Glue 1 inch,,6534209532816,Super Glue,PC,17.031,20.147,50,,KAR-86788,Karcher
HW-102211,Makita Scaffolding Frame 24 Gauge,سقالات 24 Gauge,6716416541715,Scaffolding,PCS,23.952,32.247,25,Makita Scaffolding - MAK-28919,MAK-28919,Makita
HW-102212,Truper Paint Thinner 25kg,,6546730476503,Thinners,PCS,KWD 6.845,9.647,50,,TRU-35930,Truper
HW-102213,Black+Decker Electrical Cable 24 Gauge,كابلات وأسلاك 24 Gauge,6575589129747,cables & wires,Pieces,24.003,33.522,25,Black+Decker Cables & Wires - BLA-59064,BLA-59064,Black+Decker
HW-102214,Black+Decker Emulsion Paint XL,,6434741997494,Emulsion Paint,PCS,14.794,22.861,15,,BLA-49227,Black+Decker
HW-102215,DEWALT WHEELBARROW 16 GAUGE.,عربات يدوية 16 Gauge,6309966435372,Wheelbarrows,PCS,2.775,4.225,50,DeWalt Wheelbarrows - DEW-68147,DEW-68147,DeWalt
HW-102216,  Ingco Circular Saw 12Mm,,6396942650217,Circular Saws,PCS,20.451,KD 29.275,25,Ingco Circular Saws - ING-10546,ING-10546,Ingco
HW-102217,Stanley Garden Cart XL,عربات حديقة XL,6311406936738,wheelbarrows & carts,pcs,15.760,23.442,25,,STA-70643,Stanley
HW-102218,black+decker machine screw 1l,براغي آلات 1L,6558574488484,Machine Screws,PCS,1.745,2.082,10,,BLA-65129,Black+Decker
HW-102219,KARCHER WOOD CHISEL 3/4 INCH,إزميل 3/4 inch,6980461623864,Chisels,PCS,22.983,28.598,25,Karcher Chisels - KAR-65939,KAR-65939,Karcher
HW-102220,TOTAL BASIN TAP 650W,حنفيات وخلاطات 650W,6312576577948,Taps & Mixers,pc,18.479,26.605,25,,TOT-67107,Total
HW-102221,  Stanley Spray Paint Can 3/8 inch,بخاخ دهان 3/8 inch,6865864275877,Spray Paint,PCS,9.364,13.213,20,Stanley Spray Paint - STA-21736,STA-21736,Stanley
HW-102222,Hitachi Wood Screw 24 Gauge,براغي خشب 24 Gauge,6131980160898,Wood Screws,Pieces,1.412,KD 1.859,50,Hitachi Wood Screws - HIT-36203,HIT-36203,Hitachi
HW-102223,Yato Cement Bag 50kg,أسمنت وملاط 50kg,6952514437876,Cement & Mortar,pc,7.614,9.652,50,,YAT-76611,Yato
HW-102224,"Crown Electric Planer 25kg,",,6822891425562,Planers & Routers,PCS,17.612,26.680,50,Crown Planers & Routers - CRO-75611,CRO-75611,Crown
HW-102225,  Sata Tape Measure 8mm,أشرطة قياس 8mm,6464880792022,Tape Measures,pc,22.057,33.015,50,,SAT-23880,Sata
HW-102226,Total Welding Gloves 20L,ملحقات لحام 20L,6523753566441,Welding Accessories,Nos,KD 13.579,18.060,15,,TOT-90125,Total
HW-102227,Yato Door Hinge 9L,,6543712083035,Door Hinges,PCS,1.129,KD 1.729,20,,YAT-50873,Yato
HW-102228,Sata Welding Electrode 450W,أسياخ لحام 450W,6990948046188,Welding Rods,PCS,1.152,1.743,5,Sata Welding Rods - SAT-33216,SAT-33216,Sata
HW-102229,Sata Rubber Mallet 25kg,,6213671673400,Hammers,PCS,5.364,6.920,20,Sata Hammers - SAT-6136,SAT-6136,Sata
HW-102230,Total Hi-Vis Safety Vest 750W,سترات عاكسة 750W,6144842978464,High Visibility Vests,PC,9.361,12.394,15,,,Total
HW-102231,Tolsen Electrical Cable 9L,,6325589422462,Cables & Wires,PCS,21.738,28.755,25,Tolsen Cables & Wires - TOL-88856,TOL-88856,Tolsen
HW-102232,Makita Spray Paint Can 4L,,6157995265743,SPRAY PAINT.,PC,0.996,1.391,5,Makita Spray Paint - MAK-39596,,Makita
HW-102233,Crown Tape Measure 3/4 inch,أشرطة قياس 3/4 inch,6654324933429,Tape Measures,Nos,5.269,7.158,15,,,Crown
HW-102234,DeWalt Hand Saw 5kg,مناشير يدوية 5kg,6191417436535,Hand Saws,PCS,18.579,25.951,50,DeWalt Hand Saws - DEW-19297,DEW-19297,DeWalt
HW-102235,"Ingco Welding Mask 10mm,",ملحقات لحام 10mm,6954401512508,Welding Accessories,PCS,17.951,24.170,15,Ingco Welding Accessories - ING-1368,,Ingco
HW-102236,Hilti Circular Saw Medium,مناشير دائرية Medium,6563786596804,Circular Saws,PCS,10.495,13.460,5,,,Hilti
HW-102237,Truper Wheelbarrow Small.,عربات يدوية Small,6737831336435,Wheelbarrows,PCS,5.044,7.741,'25,Truper Wheelbarrows - TRU-54925,TRU-54925,Truper
HW-102238,  Stanley Inverter Generator 10kg,مولدات كهرباء 10kg,6210390312787,GENERATORS,PCS,16.604,23.282,25,,,Stanley
HW-102239,Sata Pruning Shears 1 inch,مقصات تقليم 1 inch,6281272490448,  Pruning Shears,PCS,9.547,12.198,5,Sata Pruning Shears - SAT-88730,SAT-88730,Sata
HW-102240,Stanley Construction Adhesive 3/8 inch.,لاصق إنشائي 3/8 inch,6145247963486,Construction Adhesive,PCS,KWD 9.830,14.628,10,Stanley Construction Adhesive - STA-45808,,Stanley
HW-102241, Hitachi Concrete Nail 1/4 inch ,,6398590570576,Nails,Pieces,24.145,35.282,50,Hitachi Nails - HIT-27332,HIT-27332,Hitachi
HW-102242,Hilti Machine Screw Large,براغي آلات Large,6498463608407,Machine Screws,PCS,5.146,KD 7.609,5,Hilti Machine Screws - HIL-22819,HIL-22819,Hilti
HW-102243,Metabo PPR Pipe 9L,مواسير بي بي آر 9L,6941069571818,PPR Pipes.,PCS,22.031,29.834,10,Metabo PPR Pipes - MET-38031,,Metabo
HW-102244,Black+Decker Tape Measure 18L,أشرطة قياس 18L,6193913669813,Tape Measures,PCS,3.119,4.059,10,,BLA-8383,Black+Decker
HW-102245,Karcher Machine Screw 18L,براغي آلات 18L,6329578010218,  Machine Screws,PCS,9.084,13.485,50,Karcher Machine Screws - KAR-75864,,Karcher
HW-102246,Truper Inverter Generator 12mm,مولدات كهرباء 12mm,6479940339733,Generators,PCS,24.813,37.546,25,Truper Generators - TRU-76452,TRU-76452,Truper
HW-102247,Tolsen Hammer Drill Large,,6327064400449,Drills & Drivers,PCS,213.491,253.236,50,Tolsen Drills & Drivers - TOL-95150,TOL-95150,Tolsen
HW-102248,DeWalt Safety Goggles 3/8 inch,نظارات واقية 3/8 inch,6922431177831,Eye Protection,PCS,0.714,0.934,15,,DEW-29947,DeWalt
HW-102249,Crown PU Foam Filler Medium,,6716660371151,Foam Fillers,Nos,10.944,14.019,15,,CRO-5300,Crown
HW-102250,STANLEY FLOOD LIGHT XL,إنارة XL,6397942970838,Lighting,Nos,KWD 13.971,17.144,25,Stanley Lighting - STA-18909,STA-18909,Stanley
