SKU,Product Name,Brand,Category,Unit,Cost (KWD),Retail Price,Opening Qty,Expiry,Batch
LC-00525,Rouge Caprice Cushion Foundation - 05 Mauve,Rouge Caprice,Foundation,Each,6.06,13.51,49,,
LC-00526,Rouge Caprice Satin Lipstick - 02 Rose,Rouge Caprice,Lipstick,Each,29.53,62.14,59,,
LC-00527,Ohud Body Mist - 05 Mauve,Ohud,Fragrance,Each,30.57,60.54,14,,
LC-00528,Dune Brow Gel - 01 Nude,Dune,Eye Makeup,Each,9.09,18.06,11,,
LC-00529,Rouge Caprice Beauty Sponge - Deep,Rouge Caprice,Tools,Each,25.15,58.31,42,,
LC-00530,Rouge Caprice Eyeliner - 05 Mauve,Rouge Caprice,Eyes,Each,6.45,15.47,41,,
LC-00531,Rouge Caprice Body Mist - 05 Mauve,Rouge Caprice,Perfumes,Each,17.69,38.92,32,,
LC-00532,Rouge Caprice Beauty Sponge - 01 Nude,Rouge Caprice,Accessories,Each,9.00,16.59,9,,
LC-00533,Lumiere Satin Lipstick - 06 Berry,Lumiere,Lipstick,Each,24.95,54.11,1,,
LC-00534,Rouge Caprice Eau de Parfum 100ml - 06 Berry,Rouge Caprice,Fragrances,Each,23.72,50.36,13,,
LC-00535,Ohud Eau de Parfum 50ml - Deep,Ohud,Fragrances,Each,19.09,47.44,20,,
LC-00536,Dune Cleanser - Deep,Dune,Skincare,Each,16.37,38.86,47,,
LC-00537,Rouge Caprice Brow Gel - 06 Berry,Rouge Caprice,Eyes,Each,3.50,6.60,6,,
LC-00538,Rouge Caprice Brow Gel - 05 Mauve,Rouge Caprice,Eyes,Each,21.72,42.94,6,,
LC-00539,Ohud Satin Lipstick - 01 Nude,Ohud,Lipstick,Each,2.20,4.69,53,,
LC-00540,Lumiere Eau de Parfum 50ml - 01 Nude,Lumiere,Perfumes,Each,9.59,23.01,14,,
LC-00541,Velvet Skin Eau de Parfum 50ml - Deep,Velvet Skin,Fragrances,Each,28.33,65.71,16,,
LC-00542,Lumiere Liquid Lip - Medium,Lumiere,Lipstick,Each,6.53,14.92,49,,
LC-00543,Rouge Caprice Cushion Foundation - 02 Rose,Rouge Caprice,Foundation,Each,13.41,26.69,52,,
LC-00544,Velvet Skin Liquid Foundation - 06 Berry,Velvet Skin,Foundation,Each,23.25,47.98,5,,
LC-00545,Rouge Caprice Vitamin C Serum - 03 Coral,Rouge Caprice,Skincare,Each,23.27,53.36,24,,
LC-00546,Velvet Skin Cushion Foundation - 05 Mauve,Velvet Skin,Face,Each,8.69,19.74,3,,
LC-00547,Ohud Matte Lipstick - Medium,Ohud,Lipstick,Each,8.70,15.66,48,,
LC-00548,Lumiere Matte Lipstick - 04 Crimson,Lumiere,Lipstick,Each,6.61,16.98,16,,
LC-00549,Rouge Caprice Brow Gel - 04 Crimson,Rouge Caprice,Eye Makeup,Each,3.34,7.84,33,,
LC-00550,Velvet Skin Tweezers - 06 Berry,Velvet Skin,Tools,Each,14.52,29.50,19,,
LC-00551,Ohud Eau de Parfum 100ml - 04 Crimson,Ohud,Perfumes,Each,14.90,28.19,12,,
LC-00552,Velvet Skin Eau de Parfum 100ml - 01 Nude,Velvet Skin,Perfumes,Each,15.86,41.00,16,,
LC-00553,Ohud Night Serum - 06 Berry,Ohud,Skin Care,Each,33.91,87.53,8,,
LC-00554,Rouge Caprice Mascara - 03 Coral,Rouge Caprice,Eye Makeup,Each,11.90,23.30,49,,
LC-00555,Ohud Tweezers - 01 Nude,Ohud,Accessories,Each,33.45,78.60,38,,
LC-00556,Lumiere Cushion Foundation - 01 Nude,Lumiere,Face,Each,6.88,17.18,10,,
LC-00557,Noor Beauty Liquid Foundation - 05 Mauve,Noor Beauty,Face,Each,25.17,50.84,37,,
LC-00558,Velvet Skin Liquid Lip - 05 Mauve,Velvet Skin,Lipstick,Each,21.31,54.02,11,,
LC-00559,Lumiere Eyeshadow Palette - Deep,Lumiere,Eyes,Each,24.59,51.78,53,,
LC-00560,Ohud Satin Lipstick - Fair,Ohud,Lipstick,Each,34.62,81.50,55,,
LC-00561,Ohud Eau de Parfum 100ml - Medium,Ohud,Fragrances,Each,12.38,29.66,43,,
LC-00562,Ohud Toner - Fair,Ohud,skincare,Each,2.94,5.78,16,,
LC-00563,Rouge Caprice Toner - Fair,Rouge Caprice,Skincare,Each,4.54,8.95,30,,
LC-00564,Noor Beauty Matte Lipstick - 03 Coral,Noor Beauty,Lipstick,Each,9.21,17.32,42,,
LC-00565,Noor Beauty Cleanser - Fair,Noor Beauty,Skin Care,Each,34.54,78.02,21,,
LC-00566,Lumiere Satin Lipstick - Fair,Lumiere,Lipstick,Each,24.40,62.04,44,,
LC-00567,Velvet Skin Mascara - Deep,Velvet Skin,Eyes,Each,16.80,38.89,21,,
LC-00568,Dune Night Serum - Deep,Dune,Skincare,Each,19.38,42.74,60,,
LC-00569,Lumiere Body Mist - 01 Nude,Lumiere,Perfumes,Each,16.52,40.58,11,,
LC-00570,Lumiere Cleanser - 04 Crimson,Lumiere,skincare,Each,27.43,66.25,25,,
LC-00571,Lumiere Cleanser - 06 Berry,Lumiere,skincare,Each,16.40,32.98,30,,
LC-00572,Lumiere Night Serum - 05 Mauve,Lumiere,skincare,Each,30.25,57.36,25,,
LC-00573,Noor Beauty Day Cream - 03 Coral,Noor Beauty,Skincare,Each,7.55,18.17,12,,
LC-00574,Rouge Caprice Cushion Foundation - 03 Coral,Rouge Caprice,Face,Each,2.72,5.71,49,,
LC-00575,Ohud Liquid Foundation - 02 Rose,Ohud,Face,Each,31.61,57.25,2,,
LC-00576,Noor Beauty Day Cream - 01 Nude,Noor Beauty,skincare,Each,29.71,54.24,56,,
LC-00577,Lumiere Eyeliner - Fair,Lumiere,Eye Makeup,Each,15.79,36.81,11,,
LC-00578,Lumiere Liquid Foundation - Deep,Lumiere,Face,Each,3.48,7.23,13,,
LC-00579,Lumiere Eau de Parfum 50ml - 06 Berry,Lumiere,Perfumes,Each,18.06,35.31,11,,
LC-00580,Dune Toner - 02 Rose,Dune,skincare,Each,33.05,63.70,45,,
LC-00581,Noor Beauty Tweezers - Medium,Noor Beauty,Accessories,Each,5.50,13.83,57,,
LC-00582,Rouge Caprice Body Mist - Fair,Rouge Caprice,Fragrances,Each,13.58,32.60,39,,
LC-00583,Ohud Eau de Parfum 100ml - 02 Rose,Ohud,Fragrances,Each,19.05,45.63,23,,
LC-00584,Lumiere Tweezers - 05 Mauve,Lumiere,Tools,Each,24.44,44.14,13,,
LC-00585,Rouge Caprice Eau de Parfum 100ml - 05 Mauve,Rouge Caprice,Perfumes,Each,33.29,66.13,35,,
LC-00586,Rouge Caprice Makeup Brush Set - 06 Berry,Rouge Caprice,Tools,Each,25.57,66.39,50,,
LC-00587,Rouge Caprice Liquid Lip - 03 Coral,Rouge Caprice,Lipstick,Each,19.77,45.18,57,,
LC-00588,Lumiere Night Serum - Fair,Lumiere,Skin Care,Each,34.11,73.03,9,,
LC-00589,Dune Night Serum - 02 Rose,Dune,Skin Care,Each,6.05,15.25,13,,
LC-00590,Rouge Caprice Concealer - 04 Crimson,Rouge Caprice,Foundation,Each,8.54,22.14,12,,
LC-00591,Velvet Skin Tweezers - Fair,Velvet Skin,Tools,Each,3.91,9.49,28,,
LC-00592,Lumiere Satin Lipstick - Deep,Lumiere,Lip,Each,8.43,21.61,52,,
LC-00593,Rouge Caprice Eau de Parfum 50ml - Deep,Rouge Caprice,Perfumes,Each,33.80,86.29,0,,
LC-00594,Noor Beauty Cushion Foundation - Fair,Noor Beauty,Foundation,Each,2.28,5.36,38,,
LC-00595,Ohud Eyeshadow Palette - Deep,Ohud,Eye Makeup,Each,2.73,6.35,3,,
LC-00596,Dune Matte Lipstick - 01 Nude,Dune,Lip,Each,29.90,71.02,6,,
LC-00597,Ohud Toner - Fair,Ohud,Skincare,Each,10.76,23.88,28,,
LC-00598,Ohud Makeup Brush Set - 04 Crimson,Ohud,Tools,Each,23.35,45.29,25,,
LC-00599,Dune Toner - 06 Berry,Dune,Skin Care,Each,5.37,10.13,4,,
LC-00600,Noor Beauty Night Serum - Medium,Noor Beauty,skincare,Each,18.17,42.99,7,,
LC-00601,Rouge Caprice Matte Lipstick - 01 Nude,Rouge Caprice,Lipstick,Each,18.24,33.83,59,,
LC-00602,Lumiere Eau de Parfum 100ml - 04 Crimson,Lumiere,Fragrances,Each,15.32,31.58,3,,
LC-00603,Lumiere Eau de Parfum 100ml - 03 Coral,Lumiere,Fragrance,Each,32.69,84.54,26,,
LC-00604,Dune Liquid Lip - 05 Mauve,Dune,Lip,Each,9.23,20.24,41,,
LC-00605,Ohud Liquid Foundation - 06 Berry,Ohud,Foundation,Each,33.37,71.12,59,,
LC-00606,Lumiere Eau de Parfum 100ml - Medium,Lumiere,Perfumes,Each,25.40,66.00,52,,
LC-00607,Rouge Caprice Concealer - 01 Nude,Rouge Caprice,Face,Each,20.31,45.28,16,,
LC-00608,Noor Beauty Liquid Lip - 03 Coral,Noor Beauty,Lip,Each,28.70,59.83,34,,
LC-00609,Noor Beauty Matte Lipstick - Deep,Noor Beauty,Lip,Each,5.10,10.49,55,,
LC-00610,Dune Eau de Parfum 50ml - 02 Rose,Dune,Perfumes,Each,20.33,37.17,43,,
LC-00611,Rouge Caprice Eyeliner - Medium,Rouge Caprice,Eye Makeup,Each,13.84,28.93,2,,
LC-00612,Dune Liquid Lip - Medium,Dune,Lip,Each,3.69,9.48,14,,
LC-00613,Rouge Caprice Day Cream - 03 Coral,Rouge Caprice,Skincare,Each,29.31,65.50,12,,
LC-00614,Noor Beauty Vitamin C Serum - 04 Crimson,Noor Beauty,skincare,Each,32.98,72.74,8,,
LC-00615,Ohud Beauty Sponge - Medium,Ohud,Accessories,Each,4.46,11.57,1,,
LC-00616,Noor Beauty Day Cream - 05 Mauve,Noor Beauty,skincare,Each,7.25,15.24,28,,
LC-00617,Dune Tweezers - Deep,Dune,Accessories,Each,22.45,45.64,48,,
LC-00618,Velvet Skin Makeup Brush Set - 03 Coral,Velvet Skin,Tools,Each,32.98,71.31,25,,
LC-00619,Rouge Caprice Cushion Foundation - 02 Rose,Rouge Caprice,Foundation,Each,27.60,60.45,14,,
LC-00620,Dune Cleanser - 01 Nude,Dune,skincare,Each,2.62,5.52,53,,
LC-00621,Lumiere Matte Lipstick - Deep,Lumiere,Lip,Each,18.74,41.56,6,,
LC-00622,Dune Eau de Parfum 100ml - 05 Mauve,Dune,Fragrance,Each,19.19,45.12,0,,
LC-00623,Velvet Skin Eau de Parfum 50ml - 05 Mauve,Velvet Skin,Perfumes,Each,23.80,51.84,14,,
LC-00624,Rouge Caprice Day Cream - 05 Mauve,Rouge Caprice,skincare,Each,7.85,18.72,28,,
LC-00625,Rouge Caprice Eyeshadow Palette - 05 Mauve,Rouge Caprice,Eye Makeup,Each,23.95,45.42,51,,
LC-00626,Rouge Caprice Eyeliner - 04 Crimson,Rouge Caprice,Eyes,Each,20.91,48.48,36,,
LC-00627,Noor Beauty Matte Lipstick - Fair,Noor Beauty,Lip,Each,25.88,59.72,6,,
LC-00628,Rouge Caprice Beauty Sponge - Fair,Rouge Caprice,Tools,Each,27.77,54.21,20,,
LC-00629,Velvet Skin Satin Lipstick - Deep,Velvet Skin,Lip,Each,4.23,9.58,31,,
LC-00630,Lumiere Satin Lipstick - 06 Berry,Lumiere,Lipstick,Each,24.30,57.08,26,,
LC-00631,Lumiere Liquid Lip - 03 Coral,Lumiere,Lipstick,Each,23.32,54.89,9,,
LC-00632,Ohud Vitamin C Serum - Fair,Ohud,Skin Care,Each,30.39,59.61,17,,
LC-00633,Lumiere Beauty Sponge - 03 Coral,Lumiere,Accessories,Each,13.24,28.27,54,,
LC-00634,Ohud Body Mist - Fair,Ohud,Perfumes,Each,6.50,14.25,3,,
LC-00635,Velvet Skin Tweezers - 06 Berry,Velvet Skin,Accessories,Each,8.63,16.28,34,,
LC-00636,Noor Beauty Makeup Brush Set - 05 Mauve,Noor Beauty,Accessories,Each,30.78,59.66,38,,
LC-00637,Velvet Skin Brow Gel - 01 Nude,Velvet Skin,Eyes,Each,12.93,32.97,28,,
LC-00638,Dune Cushion Foundation - 01 Nude,Dune,Foundation,Each,16.39,30.26,59,,
LC-00639,Noor Beauty Vitamin C Serum - 04 Crimson,Noor Beauty,Skin Care,Each,2.89,6.37,47,,
LC-00640,Lumiere Brow Gel - 02 Rose,Lumiere,Eye Makeup,Each,13.23,25.90,44,,
LC-00641,Dune Eau de Parfum 100ml - 06 Berry,Dune,Fragrances,Each,6.67,14.53,27,,
LC-00642,Velvet Skin Body Mist - 05 Mauve,Velvet Skin,Perfumes,Each,32.18,69.20,37,,
LC-00643,Lumiere Matte Lipstick - 06 Berry,Lumiere,Lip,Each,34.06,63.67,60,,
LC-00644,Velvet Skin Tweezers - 04 Crimson,Velvet Skin,Accessories,Each,19.50,37.39,40,,
LC-00645,Rouge Caprice Liquid Lip - 06 Berry,Rouge Caprice,Lip,Each,5.78,14.93,48,,
LC-00646,Velvet Skin Liquid Lip - 01 Nude,Velvet Skin,Lipstick,Each,3.14,6.28,0,,
LC-00647,Lumiere Concealer - Fair,Lumiere,Face,Each,34.76,88.26,0,,
LC-00648,Ohud Concealer - 04 Crimson,Ohud,Face,Each,3.28,7.72,18,,
LC-00649,Ohud Makeup Brush Set - Fair,Ohud,Accessories,Each,29.37,75.83,14,,
LC-00650,Dune Day Cream - 01 Nude,Dune,skincare,Each,9.13,22.72,41,,
LC-00651,Rouge Caprice Beauty Sponge - 06 Berry,Rouge Caprice,Tools,Each,6.98,13.40,55,,
LC-00652,Velvet Skin Brow Gel - Deep,Velvet Skin,Eye Makeup,Each,8.76,21.10,13,,
LC-00653,Lumiere Toner - Fair,Lumiere,skincare,Each,4.80,9.97,27,,
LC-00654,Velvet Skin Night Serum - 03 Coral,Velvet Skin,skincare,Each,5.77,13.46,32,,
LC-00655,Lumiere Night Serum - 05 Mauve,Lumiere,skincare,Each,34.71,75.64,20,,
LC-00656,Ohud Toner - 01 Nude,Ohud,skincare,Each,34.17,71.78,0,,
LC-00657,Noor Beauty Makeup Brush Set - Deep,Noor Beauty,Accessories,Each,32.62,60.29,48,,
LC-00658,Rouge Caprice Toner - 02 Rose,Rouge Caprice,Skincare,Each,13.10,24.35,30,,
LC-00659,Noor Beauty Liquid Foundation - 06 Berry,Noor Beauty,Foundation,Each,16.00,36.33,0,,
LC-00660,Lumiere Vitamin C Serum - 02 Rose,Lumiere,Skincare,Each,26.83,56.72,58,,
LC-00661,Dune Mascara - 04 Crimson,Dune,Eyes,Each,27.04,48.81,12,,
LC-00662,Velvet Skin Liquid Lip - Medium,Velvet Skin,Lipstick,Each,30.81,56.82,33,,
LC-00663,Noor Beauty Eau de Parfum 100ml - 01 Nude,Noor Beauty,Perfumes,Each,32.42,79.84,35,,
LC-00664,Dune Eau de Parfum 100ml - 01 Nude,Dune,Perfumes,Each,8.51,18.93,57,,
LC-00665,Ohud Vitamin C Serum - 01 Nude,Ohud,Skincare,Each,3.78,7.11,57,,
LC-00666,Ohud Eau de Parfum 50ml - 06 Berry,Ohud,Fragrance,Each,33.33,81.88,37,,
LC-00667,Noor Beauty Tweezers - 04 Crimson,Noor Beauty,Tools,Each,20.19,52.30,40,,
LC-00668,Rouge Caprice Night Serum - 03 Coral,Rouge Caprice,Skincare,Each,6.82,15.54,36,,
LC-00669,Rouge Caprice Liquid Lip - 05 Mauve,Rouge Caprice,Lipstick,Each,14.03,30.92,52,,
LC-00670,Lumiere Night Serum - 02 Rose,Lumiere,Skin Care,Each,34.45,73.72,54,,
LC-00671,Ohud Body Mist - Fair,Ohud,Fragrances,Each,9.06,18.87,18,,
LC-00672,Ohud Beauty Sponge - 02 Rose,Ohud,Tools,Each,31.73,61.42,40,,
LC-00673,Lumiere Satin Lipstick - 01 Nude,Lumiere,Lip,Each,10.88,25.87,55,,
LC-00674,Noor Beauty Eau de Parfum 100ml - Medium,Noor Beauty,Fragrance,Each,21.44,53.83,40,,
LC-00675,Dune Makeup Brush Set - Fair,Dune,Accessories,Each,23.45,45.16,45,,
LC-00676,Ohud Cushion Foundation - Fair,Ohud,Foundation,Each,10.00,23.85,46,,
LC-00677,Dune Eyeshadow Palette - Medium,Dune,Eye Makeup,Each,4.75,11.03,48,,
LC-00678,Rouge Caprice Liquid Lip - Deep,Rouge Caprice,Lipstick,Each,9.81,18.68,13,,
LC-00679,Ohud Tweezers - 04 Crimson,Ohud,Accessories,Each,34.63,82.46,58,,
LC-00680,Velvet Skin Matte Lipstick - Deep,Velvet Skin,Lipstick,Each,8.50,16.87,26,,
LC-00681,Lumiere Liquid Foundation - Medium,Lumiere,Face,Each,30.14,64.76,45,,
LC-00682,Velvet Skin Night Serum - Fair,Velvet Skin,Skincare,Each,25.91,55.42,22,,
LC-00683,Ohud Night Serum - 01 Nude,Ohud,Skin Care,Each,28.93,54.13,32,,
LC-00684,Noor Beauty Brow Gel - Fair,Noor Beauty,Eye Makeup,Each,9.61,22.85,4,,
LC-00685,Noor Beauty Body Mist - Deep,Noor Beauty,Fragrance,Each,34.25,79.21,24,,
LC-00686,Rouge Caprice Concealer - 04 Crimson,Rouge Caprice,Foundation,Each,5.93,12.44,9,,
LC-00687,Ohud Cushion Foundation - 04 Crimson,Ohud,Face,Each,6.12,11.23,39,,
LC-00688,Velvet Skin Body Mist - 02 Rose,Velvet Skin,Fragrances,Each,15.45,36.53,48,,
LC-00689,Dune Concealer - Fair,Dune,Foundation,Each,25.58,63.27,1,,
LC-00690,Noor Beauty Eau de Parfum 100ml - 04 Crimson,Noor Beauty,Fragrances,Each,3.43,8.21,20,,
LC-00691,Noor Beauty Cleanser - 02 Rose,Noor Beauty,Skincare,Each,19.01,45.34,22,,
LC-00692,Velvet Skin Body Mist - Deep,Velvet Skin,Fragrance,Each,35.00,70.99,25,,
LC-00693,Rouge Caprice Eau de Parfum 50ml - 01 Nude,Rouge Caprice,Fragrances,Each,28.43,60.11,21,,
LC-00694,Rouge Caprice Tweezers - 01 Nude,Rouge Caprice,Tools,Each,26.78,51.06,19,,
LC-00695,Lumiere Liquid Lip - 05 Mauve,Lumiere,Lipstick,Each,32.95,61.98,7,,
LC-00696,Velvet Skin Tweezers - Medium,Velvet Skin,Tools,Each,32.67,69.24,40,,
LC-00697,Ohud Cleanser - Fair,Ohud,Skin Care,Each,8.97,22.35,6,,
LC-00698,Velvet Skin Makeup Brush Set - 03 Coral,Velvet Skin,Accessories,Each,11.54,29.14,42,,
LC-00699,Lumiere Matte Lipstick - 01 Nude,Lumiere,Lip,Each,10.07,23.90,32,,
LC-00700,Rouge Caprice Brow Gel - 03 Coral,Rouge Caprice,Eyes,Each,33.42,84.66,41,,
LC-00701,Noor Beauty Mascara - 03 Coral,Noor Beauty,Eyes,Each,5.12,12.40,50,,
LC-00702,Dune Matte Lipstick - Medium,Dune,Lip,Each,33.04,76.47,10,,
LC-00703,Lumiere Eau de Parfum 50ml - 04 Crimson,Lumiere,Fragrances,Each,31.69,72.21,54,,
LC-00704,Lumiere Concealer - Fair,Lumiere,Face,Each,16.41,34.80,40,,
LC-00705,Ohud Eau de Parfum 100ml - 02 Rose,Ohud,Fragrances,Each,4.94,9.40,7,,
LC-00706,Ohud Concealer - 03 Coral,Ohud,Foundation,Each,21.73,51.01,35,,
LC-00707,Rouge Caprice Matte Lipstick - 03 Coral,Rouge Caprice,Lip,Each,13.48,32.55,31,,
LC-00708,Lumiere Tweezers - Medium,Lumiere,Accessories,Each,11.10,25.24,39,,
LC-00709,Dune Eyeshadow Palette - 02 Rose,Dune,Eye Makeup,Each,27.96,52.49,30,,
LC-00710,Dune Eau de Parfum 50ml - 03 Coral,Dune,Fragrances,Each,12.14,23.91,8,,
LC-00711,Lumiere Satin Lipstick - 03 Coral,Lumiere,Lipstick,Each,10.78,25.77,32,,
LC-00712,Velvet Skin Night Serum - 03 Coral,Velvet Skin,Skincare,Each,20.60,38.12,48,,
LC-00713,Dune Eyeshadow Palette - Deep,Dune,Eyes,Each,34.09,69.63,24,,
LC-00714,Rouge Caprice Eyeliner - Medium,Rouge Caprice,Eyes,Each,26.12,54.73,38,,
LC-00715,Velvet Skin Eau de Parfum 100ml - 06 Berry,Velvet Skin,Fragrance,Each,19.99,37.03,7,,
LC-00716,Lumiere Tweezers - 02 Rose,Lumiere,Accessories,Each,27.97,59.16,48,,
LC-00717,Noor Beauty Concealer - Fair,Noor Beauty,Face,Each,9.26,18.72,2,,
LC-00718,Ohud Liquid Lip - 02 Rose,Ohud,Lipstick,Each,2.37,5.00,59,,
LC-00719,Velvet Skin Brow Gel - 04 Crimson,Velvet Skin,Eye Makeup,Each,14.17,32.22,4,,
LC-00720,Rouge Caprice Toner - 05 Mauve,Rouge Caprice,skincare,Each,30.90,62.56,15,,
LC-00721,Noor Beauty Matte Lipstick - Medium,Noor Beauty,Lip,Each,17.29,37.91,40,,
LC-00722,Lumiere Eau de Parfum 100ml - 04 Crimson,Lumiere,Fragrances,Each,10.60,20.41,14,,
LC-00723,Ohud Night Serum - 04 Crimson,Ohud,Skin Care,Each,18.93,34.29,25,,
LC-00724,Noor Beauty Eau de Parfum 50ml - 06 Berry,Noor Beauty,Fragrances,Each,27.80,60.94,32,,
LC-00725,Rouge Caprice Liquid Foundation - 05 Mauve,Rouge Caprice,Foundation,Each,8.45,19.48,21,,
LC-00726,Noor Beauty Liquid Foundation - Deep,Noor Beauty,Face,Each,13.77,35.01,52,,
LC-00727,Ohud Makeup Brush Set - 06 Berry,Ohud,Accessories,Each,14.01,25.67,25,,
LC-00728,Dune Night Serum - Fair,Dune,skincare,Each,24.68,58.52,10,,
LC-00729,Rouge Caprice Cushion Foundation - 03 Coral,Rouge Caprice,Face,Each,8.34,15.57,44,,
LC-00730,Velvet Skin Satin Lipstick - 04 Crimson,Velvet Skin,Lipstick,Each,3.96,9.82,17,,
LC-00731,Dune Eau de Parfum 50ml - 04 Crimson,Dune,Fragrance,Each,19.67,36.98,30,,
LC-00732,Dune Eyeshadow Palette - Deep,Dune,Eye Makeup,Each,9.13,19.80,34,,
LC-00733,Velvet Skin Mascara - 04 Crimson,Velvet Skin,Eyes,Each,20.48,44.08,9,,
LC-00734,Dune Mascara - 03 Coral,Dune,Eyes,Each,14.27,31.30,39,,
LC-00735,Lumiere Day Cream - 01 Nude,Lumiere,Skin Care,Each,16.60,32.93,48,,
LC-00736,Noor Beauty Liquid Foundation - 03 Coral,Noor Beauty,Foundation,Each,25.14,51.60,42,,
LC-00737,Noor Beauty Cleanser - 05 Mauve,Noor Beauty,skincare,Each,28.06,55.57,16,,
LC-00738,Noor Beauty Concealer - 02 Rose,Noor Beauty,Face,Each,24.16,52.04,22,,
LC-00739,Noor Beauty Matte Lipstick - 02 Rose,Noor Beauty,Lipstick,Each,17.21,40.05,39,,
LC-00740,Noor Beauty Mascara - 04 Crimson,Noor Beauty,Eye Makeup,Each,34.01,82.66,56,,
LC-00741,Velvet Skin Vitamin C Serum - 03 Coral,Velvet Skin,Skin Care,Each,15.14,38.74,7,,
LC-00742,Noor Beauty Brow Gel - 06 Berry,Noor Beauty,Eye Makeup,Each,32.96,74.88,9,,
LC-00743,Ohud Beauty Sponge - 01 Nude,Ohud,Accessories,Each,18.08,42.31,11,,
LC-00744,Velvet Skin Liquid Foundation - 04 Crimson,Velvet Skin,Foundation,Each,29.38,75.38,39,,
LC-00745,Noor Beauty Beauty Sponge - 05 Mauve,Noor Beauty,Tools,Each,14.20,26.26,12,,
LC-00746,Dune Tweezers - Medium,Dune,Tools,Each,15.47,28.62,4,,
LC-00747,Rouge Caprice Cushion Foundation - Deep,Rouge Caprice,Foundation,Each,15.20,36.64,17,,
LC-00748,Noor Beauty Matte Lipstick - 04 Crimson,Noor Beauty,Lip,Each,31.94,58.19,34,,
LC-00749,Ohud Brow Gel - 01 Nude,Ohud,Eye Makeup,Each,28.18,58.43,15,,
LC-00750,Lumiere Eau de Parfum 100ml - Deep,Lumiere,Fragrances,Each,13.37,28.99,27,,
LC-00751,Velvet Skin Body Mist - 05 Mauve,Velvet Skin,Fragrances,Each,25.03,46.45,50,,
LC-00752,Noor Beauty Eyeshadow Palette - 02 Rose,Noor Beauty,Eye Makeup,Each,20.35,40.87,52,,
LC-00753,Dune Cushion Foundation - 02 Rose,Dune,Face,Each,17.84,44.90,23,,
LC-00754,Lumiere Eyeshadow Palette - Deep,Lumiere,Eyes,Each,21.81,44.16,6,,
LC-00755,Noor Beauty Eau de Parfum 50ml - 03 Coral,Noor Beauty,Fragrances,Each,21.40,40.02,37,,
LC-00756,Noor Beauty Cushion Foundation - Deep,Noor Beauty,Face,Each,7.47,16.88,60,,
LC-00757,Noor Beauty Concealer - Deep,Noor Beauty,Foundation,Each,7.91,19.43,43,,
LC-00758,Dune Night Serum - 01 Nude,Dune,skincare,Each,12.53,29.38,9,,
LC-00759,Noor Beauty Makeup Brush Set - 03 Coral,Noor Beauty,Accessories,Each,5.10,9.90,31,,
LC-00760,Ohud Toner - Fair,Ohud,Skincare,Each,29.62,55.27,17,,
LC-00761,Ohud Vitamin C Serum - Deep,Ohud,Skincare,Each,27.58,54.54,42,,
LC-00762,Noor Beauty Beauty Sponge - Fair,Noor Beauty,Accessories,Each,13.10,33.29,24,,
LC-00763,Lumiere Tweezers - 03 Coral,Lumiere,Tools,Each,23.76,45.76,54,,
LC-00764,Ohud Concealer - 05 Mauve,Ohud,Face,Each,33.19,69.71,21,,
LC-00765,Velvet Skin Mascara - 01 Nude,Velvet Skin,Eye Makeup,Each,3.42,7.81,29,,
LC-00766,Dune Concealer - 04 Crimson,Dune,Foundation,Each,19.17,46.71,22,,
LC-00767,Rouge Caprice Cleanser - Medium,Rouge Caprice,Skincare,Each,19.32,43.93,0,,
LC-00768,Noor Beauty Satin Lipstick - Medium,Noor Beauty,Lipstick,Each,9.33,22.09,51,,
LC-00769,Dune Makeup Brush Set - Medium,Dune,Tools,Each,27.98,53.08,48,,
LC-00770,Velvet Skin Day Cream - Deep,Velvet Skin,Skin Care,Each,10.07,23.20,30,,
LC-00771,Noor Beauty Concealer - 05 Mauve,Noor Beauty,Foundation,Each,22.49,49.30,7,,
LC-00772,Dune Eau de Parfum 100ml - Deep,Dune,Perfumes,Each,5.38,9.99,51,,
LC-00773,Dune Brow Gel - 03 Coral,Dune,Eye Makeup,Each,14.94,30.51,39,,
LC-00774,Ohud Makeup Brush Set - 01 Nude,Ohud,Accessories,Each,34.34,71.44,20,,
LC-00775,Ohud Vitamin C Serum - 05 Mauve,Ohud,Skin Care,Each,23.25,45.98,25,,
LC-00776,Velvet Skin Concealer - 04 Crimson,Velvet Skin,Face,Each,24.60,44.63,9,,
LC-00777,Noor Beauty Makeup Brush Set - Deep,Noor Beauty,Accessories,Each,6.51,14.05,37,,
LC-00778,Lumiere Liquid Lip - 02 Rose,Lumiere,Lipstick,Each,7.93,16.22,31,,
LC-00779,Lumiere Cushion Foundation - 05 Mauve,Lumiere,Face,Each,12.57,28.46,42,,
LC-00780,Rouge Caprice Liquid Foundation - 06 Berry,Rouge Caprice,Foundation,Each,28.11,60.26,10,,
