sku,warehouse,quantity,unitCost,trackingType,partNumber,serialNumbers
HW-102500,Rai Branch,4,23.318,none,KAR-69623,
HW-102501,Shuwaikh Main,5,8.290,none,MET-23876,
HW-102502,Shuwaikh Main,5,4.423,none,ING-83230,
HW-102503,Rai Branch,5,2.069,batch,KAR-78287,
HW-102504,Fahaheel Branch,0,2.260,none,TOT-68403,
HW-102505,Ardiya Warehouse,2,11.049,none,GUL-92897,
HW-102506,Ardiya Warehouse,0,22.994,none,YAT-66790,
HW-102507,Fahaheel Branch,4,13.364,none,CRO-65507,
HW-102508,Ardiya Warehouse,0,4.816,none,BLA-15818,
HW-102509,Ardiya Warehouse,5,23.698,none,HIT-88665,
HW-102510,Ardiya Warehouse,0,11.665,none,DEW-82107,
HW-102511,Ardiya Warehouse,3,KWD 12.901,none,TRU-29031,
HW-102512,Rai Branch,5,0.817,batch,STA-48902,
HW-102513,Ardiya Warehouse,0,4.360,none,CRO-22314,
HW-102514,Fahaheel Branch,3,17.385,batch,GUL-58863,
HW-102515,Ardiya Warehouse,3,4.378,batch,TRU-32911,
HW-102516,Fahaheel Branch,1,17.247,none,YAT-73238,
HW-102517,Shuwaikh Main,3,8.520,none,RID-2061,
HW-102518,Rai Branch,2,0.654,none,STA-80454,
HW-102519,Ardiya Warehouse,2,9.544,none,SKI-61411,
HW-102520,Ardiya Warehouse,0,6.696,none,SAT-38751,
HW-102521,Fahaheel Branch,1,20.673,none,STA-16355,
HW-102522,Ardiya Warehouse,5,9.503,none,BOS-41491,
HW-102523,Rai Branch,0,15.872,none,RID-22302,
HW-102524,Shuwaikh Main,3,14.550,none,,
HW-102525,Shuwaikh Main,1,5.319,none,TOL-13076,
HW-102526,Rai Branch,1,12.831,none,BLA-60263,
HW-102527,Shuwaikh Main,5,24.253,none,,
HW-102528,Fahaheel Branch,1,2.914,none,HIT-2103,
HW-102529,Rai Branch,5,23.664,batch,MET-30360,
HW-102530,Rai Branch,1,22.703,none,AL--24732,
HW-102531,Fahaheel Branch,0,16.039,none,CRO-37143,
HW-102532,Rai Branch,3,20.073,batch,AL--17162,
HW-102533,Shuwaikh Main,3,7.272,none,,
HW-102534,Shuwaikh Main,0,17.573,none,HIL-68624,
HW-102535,Ardiya Warehouse,5,23.190,batch,,
HW-102536,Shuwaikh Main,0,4.444,batch,BOS-4195,
HW-102537,Shuwaikh Main,0,16.009,none,STA-23951,
HW-102538,Ardiya Warehouse,1,24.962,none,HIL-55284,
HW-102539,Fahaheel Branch,1,11.211,none,CRO-91178,
HW-102540,Shuwaikh Main,0,15.043,none,BLA-11430,
HW-102541,Rai Branch,4,20.719,batch,RID-11071,
HW-102542,Shuwaikh Main,0,17.830,none,,
HW-102543,Ardiya Warehouse,3,2.152,none,,
HW-102544,Ardiya Warehouse,2,9.081,batch,AL--92474,
HW-102545,Shuwaikh Main,2,19.580,none,,
HW-102546,Rai Branch,1,5.182,none,TRU-75455,
HW-102547,Fahaheel Branch,2,20.184,none,HIL-36269,
HW-102548,Fahaheel Branch,1,296.870,none,BLA-12385,
HW-102549,Shuwaikh Main,1,24.365,none,BOS-62728,
HW-102550,Shuwaikh Main,5,23.712,none,AL--14666,
HW-102551,Shuwaikh Main,1,19.626,none,CRO-15955,
HW-102552,Rai Branch,3,6.771,none,MAK-93966,
HW-102553,Fahaheel Branch,1,22.776,none,SKI-15945,
HW-102554,Shuwaikh Main,4,16.854,none,YAT-19576,
HW-102555,Rai Branch,2,10.486,none,GUL-62449,
HW-102556,Rai Branch,5,KWD 16.355,none,MET-43836,
HW-102557,Ardiya Warehouse,4,3.393,none,AL--79806,
HW-102558,Rai Branch,5,140.949,batch,,
HW-102559,Rai Branch,5,4.822,none,SKI-68660,
HW-102560,Rai Branch,3,KD 6.718,none,DEW-30880,
HW-102561,Shuwaikh Main,0,16.349,none,AL--68397,
HW-102562,Fahaheel Branch,3,21.522,none,MET-67146,
HW-102563,Fahaheel Branch,0,23.253,none,HIT-11278,
HW-102564,Ardiya Warehouse,0,13.166,none,SKI-15127,
HW-102565,Shuwaikh Main,3,10.895,none,KAR-77784,
HW-102566,Fahaheel Branch,0,14.481,none,BOS-76893,
HW-102567,Rai Branch,1,290.763,none,,
HW-102568,Rai Branch,2,4.002,batch,BLA-49159,
HW-102569,Shuwaikh Main,1,10.141,none,RID-12931,
HW-102570,Ardiya Warehouse,4,16.595,none,,
HW-102571,Ardiya Warehouse,4,KWD 4.824,batch,GUL-32399,
HW-102572,Rai Branch,5,KWD 17.693,none,SAT-28111,
HW-102573,Shuwaikh Main,3,13.303,none,KAR-40788,
HW-102574,Ardiya Warehouse,0,9.782,none,YAT-44974,
HW-102575,Rai Branch,2,KD 20.705,none,SAT-96280,
HW-102576,Fahaheel Branch,4,14.309,batch,HIT-68841,
HW-102577,Shuwaikh Main,5,6.553,none,BLA-58248,
HW-102578,Shuwaikh Main,0,4.664,none,RID-59745,
HW-102579,Fahaheel Branch,3,21.857,none,KAR-85544,
HW-102580,Rai Branch,1,3.993,none,YAT-20935,
HW-102581,Ardiya Warehouse,5,2.423,none,HIL-92194,
HW-102582,Shuwaikh Main,3,4.819,none,MAK-76841,
HW-102583,Fahaheel Branch,0,21.849,none,TOL-2464,
HW-102584,Ardiya Warehouse,4,17.824,none,ING-77813,
HW-102585,Fahaheel Branch,1,14.573,none,YAT-51593,
HW-102586,Ardiya Warehouse,4,12.065,none,KAR-16571,
HW-102587,Rai Branch,4,8.544,none,HIL-59443,
HW-102588,Ardiya Warehouse,0,9.442,batch,DEW-79526,
HW-102589,Fahaheel Branch,0,20.987,none,,
HW-102590,Shuwaikh Main,5,5.219,batch,TRU-30895,
HW-102591,Shuwaikh Main,0,16.413,none,MAK-23202,
HW-102592,Rai Branch,5,17.651,none,STA-55245,
HW-102593,Ardiya Warehouse,4,21.295,none,HIT-13680,
HW-102594,Ardiya Warehouse,5,9.994,none,TOL-32335,
HW-102595,Ardiya Warehouse,5,5.096,batch,TRU-21373,
HW-102596,Ardiya Warehouse,1,13.223,batch,BOS-36806,
HW-102597,Fahaheel Branch,0,6.398,none,HIT-37044,
HW-102598,Fahaheel Branch,5,12.433,none,MET-95121,
HW-102599,Fahaheel Branch,0,17.209,none,CRO-3753,
HW-102600,Shuwaikh Main,0,15.647,none,KAR-32262,
HW-102601,Ardiya Warehouse,5,10.654,none,TOL-56895,
HW-102602,Ardiya Warehouse,1,18.466,none,BOS-62651,
HW-102603,Rai Branch,4,8.358,none,SAT-79023,
HW-102604,Fahaheel Branch,2,0.957,none,YAT-20826,
HW-102605,Fahaheel Branch,5,KD 20.120,none,RID-7925,
HW-102606,Rai Branch,5,10.223,none,MET-65192,
HW-102607,Rai Branch,5,5.023,none,BLA-64502,
HW-102608,Rai Branch,4,3.779,none,MAK-83001,
HW-102609,Rai Branch,2,13.259,batch,KAR-39290,
HW-102610,Ardiya Warehouse,1,11.731,none,TOL-29944,
HW-102611,Fahaheel Branch,5,13.245,none,GUL-91067,
HW-102612,Shuwaikh Main,2,0.904,none,HIL-2236,
HW-102613,Ardiya Warehouse,1,16.875,none,CRO-50836,
HW-102614,Shuwaikh Main,1,17.842,none,MET-29111,
HW-102615,Shuwaikh Main,0,2.279,none,BLA-32482,
HW-102616,Rai Branch,0,6.451,none,MAK-90296,
HW-102617,Ardiya Warehouse,2,2.840,none,,
HW-102618,Shuwaikh Main,2,10.892,none,CRO-83919,
HW-102619,Ardiya Warehouse,4,8.341,none,,
HW-102620,Rai Branch,1,20.197,none,TRU-43209,
HW-102621,Rai Branch,1,12.293,batch,MAK-47145,
HW-102622,Shuwaikh Main,3,18.875,none,DEW-83987,
HW-102623,Rai Branch,4,19.034,none,AL--73478,
HW-102624,Shuwaikh Main,0,14.242,none,HIT-53972,
HW-102625,Shuwaikh Main,0,0.524,none,STA-84722,
HW-102626,Ardiya Warehouse,3,7.498,none,RID-77305,
HW-102627,Fahaheel Branch,5,20.623,none,AL--16286,
HW-102628,Fahaheel Branch,2,3.103,none,MET-72355,
HW-102629,Shuwaikh Main,1,14.943,none,TOL-87931,
HW-102630,Fahaheel Branch,0,15.556,batch,ING-46279,
HW-102631,Ardiya Warehouse,0,39.953,batch,,
HW-102632,Ardiya Warehouse,2,2.678,none,YAT-40866,
HW-102633,Fahaheel Branch,0,10.941,none,TOL-34585,
HW-102634,Rai Branch,2,7.829,none,DEW-9296,
HW-102635,Shuwaikh Main,5,13.340,none,AL--12407,
HW-102636,Ardiya Warehouse,0,8.927,none,HIT-65845,
HW-102637,Ardiya Warehouse,5,5.150,none,ING-52639,
HW-102638,Shuwaikh Main,0,6.936,none,RID-91850,
HW-102639,Fahaheel Branch,5,7.982,none,HIT-56169,
HW-102640,Shuwaikh Main,5,170.320,batch,ING-28830,
HW-102641,Shuwaikh Main,5,13.467,none,RID-14520,
HW-102642,Fahaheel Branch,0,14.977,none,TRU-81444,
HW-102643,Fahaheel Branch,0,16.329,none,MAK-45295,
HW-102644,Rai Branch,4,10.764,none,ING-83776,
HW-102645,Ardiya Warehouse,3,KD 14.845,none,AL--63463,
HW-102646,Shuwaikh Main,2,22.819,none,GUL-72589,
HW-102647,Rai Branch,3,KD 23.039,none,GUL-70441,
HW-102648,Shuwaikh Main,2,19.956,none,,
HW-102649,Ardiya Warehouse,4,0.720,none,TOT-24180,
HW-102650,Shuwaikh Main,0,22.613,none,STA-95728,
HW-102651,Shuwaikh Main,4,19.918,none,RID-66887,
HW-102652,Shuwaikh Main,3,11.779,none,AL--41695,
HW-102653,Shuwaikh Main,0,9.787,none,,
HW-102654,Fahaheel Branch,5,12.865,none,TOT-56080,
HW-102655,Shuwaikh Main,0,20.072,none,DEW-74253,
HW-102656,Rai Branch,5,1.372,none,,
HW-102657,Shuwaikh Main,0,18.414,batch,YAT-17154,
HW-102658,Ardiya Warehouse,3,3.126,none,TOT-94047,
HW-102659,Fahaheel Branch,4,22.533,none,GUL-96520,
HW-102660,Fahaheel Branch,5,18.265,batch,BOS-48005,
HW-102661,Ardiya Warehouse,0,10.329,none,AL--87563,
HW-102662,Fahaheel Branch,2,6.347,none,TOT-2859,
HW-102663,Fahaheel Branch,2,18.073,none,TRU-49653,
HW-102664,Rai Branch,2,KD 17.724,none,,
HW-102665,Rai Branch,0,10.346,none,TOL-53256,
HW-102666,Fahaheel Branch,2,6.338,none,MET-90990,
HW-102667,Rai Branch,0,13.979,none,DEW-28008,
HW-102668,Fahaheel Branch,4,280.080,none,AL--77141,
HW-102669,Rai Branch,1,15.747,none,STA-52869,
HW-102670,Fahaheel Branch,0,8.492,none,HIL-14717,
HW-102671,Rai Branch,5,19.000,none,BOS-49211,
HW-102672,Rai Branch,3,23.532,none,SAT-8189,
HW-102673,Fahaheel Branch,5,0.670,none,SAT-85141,
HW-102674,Fahaheel Branch,2,6.371,none,CRO-76757,
HW-102675,Shuwaikh Main,5,21.174,none,SAT-6863,
HW-102676,Shuwaikh Main,1,KD 3.908,none,YAT-6006,
HW-102677,Ardiya Warehouse,4,9.086,none,BLA-57880,
HW-102678,Fahaheel Branch,0,15.118,none,DEW-2270,
HW-102679,Ardiya Warehouse,1,21.506,none,SAT-20570,
HW-102680,Ardiya Warehouse,0,23.546,none,CRO-89017,
HW-102681,Fahaheel Branch,1,KWD 20.714,none,TRU-16565,
HW-102682,Ardiya Warehouse,3,3.321,none,RID-78402,
HW-102683,Rai Branch,0,15.477,none,SKI-60523,
HW-102684,Shuwaikh Main,0,1.047,none,BOS-63035,
HW-102685,Shuwaikh Main,1,KD 24.331,none,,
HW-102686,Shuwaikh Main,2,KD 6.410,none,ING-39669,
HW-102687,Rai Branch,4,194.201,none,KAR-26209,
HW-102688,Ardiya Warehouse,2,2.984,batch,,
HW-102689,Shuwaikh Main,4,10.006,none,TOL-17823,
HW-102690,Rai Branch,3,1.933,batch,MET-56125,
HW-102691,Ardiya Warehouse,1,KD 0.711,none,CRO-21296,
HW-102692,Fahaheel Branch,4,11.399,none,,
HW-102693,Shuwaikh Main,1,18.351,none,TOL-30092,
HW-102694,Fahaheel Branch,5,5.924,none,BOS-19922,
HW-102695,Rai Branch,3,22.703,none,,
HW-102696,Fahaheel Branch,1,8.019,none,TOT-58969,
HW-102697,Rai Branch,1,15.776,none,GUL-5451,
HW-102698,Rai Branch,0,22.013,none,CRO-30632,
HW-102699,Ardiya Warehouse,3,18.256,batch,SAT-88327,
HW-102700,Fahaheel Branch,4,24.569,none,GUL-53525,
HW-102701,Shuwaikh Main,0,20.926,none,TOL-38699,
HW-102702,Shuwaikh Main,1,6.717,none,GUL-63176,
HW-102703,Fahaheel Branch,1,8.287,none,YAT-24524,
HW-102704,Fahaheel Branch,4,15.949,batch,TOT-6625,
HW-102705,Ardiya Warehouse,1,13.708,none,BLA-42847,
HW-102706,Shuwaikh Main,1,7.402,batch,TOL-54915,
HW-102707,Shuwaikh Main,0,17.174,none,CRO-95236,
HW-102708,Shuwaikh Main,1,KWD 23.764,none,TOL-90205,
HW-102709,Shuwaikh Main,4,7.710,none,TRU-90175,
HW-102710,Ardiya Warehouse,5,7.958,none,DEW-65101,
HW-102711,Shuwaikh Main,1,0.712,none,ING-67951,
HW-102712,Ardiya Warehouse,0,20.015,none,AL--44659,
HW-102713,Shuwaikh Main,0,1.763,none,,
HW-102714,Fahaheel Branch,1,16.306,none,,
HW-102715,Shuwaikh Main,2,9.530,none,,
HW-102716,Rai Branch,2,1.154,none,TRU-50079,
HW-102717,Ardiya Warehouse,1,14.370,none,MAK-76143,
HW-102718,Fahaheel Branch,2,2.324,none,HIL-83203,
HW-102719,Fahaheel Branch,2,10.916,none,SKI-50862,
HW-102720,Fahaheel Branch,1,4.265,none,,
HW-102721,Rai Branch,1,1.141,none,BLA-88340,
HW-102722,Ardiya Warehouse,0,KWD 164.272,none,,
HW-102723,Ardiya Warehouse,1,KD 0.173,none,AL--6653,
HW-102724,Shuwaikh Main,2,3.713,none,KAR-63755,
HW-102725,Fahaheel Branch,0,KWD 7.157,batch,TOT-48759,
HW-102726,Rai Branch,4,10.909,none,,
HW-102727,Rai Branch,1,2.699,none,BLA-53504,
HW-102728,Ardiya Warehouse,4,KWD 24.330,none,,
HW-102729,Rai Branch,1,15.942,none,RID-69154,
HW-102730,Ardiya Warehouse,3,7.410,none,,
HW-102731,Shuwaikh Main,1,16.946,none,HIL-86430,
HW-102732,Rai Branch,0,0.297,none,SKI-88355,
HW-102733,Rai Branch,2,0.916,none,TOT-87453,
HW-102734,Rai Branch,1,20.731,none,ING-78152,
HW-102735,Rai Branch,3,11.946,none,TOL-13514,
HW-102736,Rai Branch,2,19.299,none,TOL-60530,
HW-102737,Ardiya Warehouse,0,4.059,none,SKI-50127,
HW-102738,Shuwaikh Main,2,12.607,none,MAK-83104,
HW-102739,Fahaheel Branch,2,23.961,none,KAR-56732,
HW-102740,Ardiya Warehouse,0,23.454,batch,MET-71952,
HW-102741,Fahaheel Branch,4,171.748,none,CRO-16333,
HW-102742,Ardiya Warehouse,2,6.735,batch,BLA-73211,
HW-102743,Shuwaikh Main,2,KWD 19.692,none,TRU-61086,
HW-102744,Ardiya Warehouse,4,20.226,none,TOL-33423,
HW-102745,Fahaheel Branch,0,6.520,batch,HIT-82614,
HW-102746,Shuwaikh Main,3,23.891,none,BLA-67373,
HW-102747,Fahaheel Branch,0,KD 7.002,none,BLA-80285,
HW-102748,Ardiya Warehouse,4,4.857,none,MET-45896,
HW-102749,Ardiya Warehouse,3,KWD 12.648,none,RID-77254,
HW-102750,Rai Branch,4,13.697,none,TOL-93964,
HW-102751,Ardiya Warehouse,2,3.987,batch,CRO-45817,
HW-102752,Shuwaikh Main,1,14.609,none,ING-18172,
HW-102753,Rai Branch,4,9.226,none,AL--64026,
HW-102754,Ardiya Warehouse,3,KWD 8.106,none,TOT-9960,
HW-102755,Rai Branch,1,1.587,none,,
HW-102756,Shuwaikh Main,3,1.724,batch,STA-7397,
HW-102757,Rai Branch,5,22.833,batch,,
HW-102758,Fahaheel Branch,0,KWD 21.501,none,KAR-97160,
HW-102759,Ardiya Warehouse,1,0.158,none,SAT-86614,
HW-102760,Shuwaikh Main,2,23.276,none,YAT-59937,
HW-102761,Ardiya Warehouse,0,9.587,none,RID-2902,
HW-102762,Shuwaikh Main,1,KWD 2.675,none,MAK-87150,
HW-102763,Shuwaikh Main,3,4.341,none,TRU-75245,
HW-100829,Fahaheel Branch,2,3.170,none,HIL-12508,
HW-102765,Ardiya Warehouse,5,24.896,none,DEW-75128,
HW-102766,Ardiya Warehouse,0,13.702,none,BLA-44615,
HW-102767,Fahaheel Branch,5,0.196,none,YAT-77956,
HW-102768,Ardiya Warehouse,3,10.954,none,SKI-57295,
HW-102769,Shuwaikh Main,2,14.421,none,SKI-73505,
HW-102770,Shuwaikh Main,0,20.822,none,HIL-30924,
HW-102771,Rai Branch,0,23.185,none,RID-20328,
HW-102772,Fahaheel Branch,5,22.142,none,ING-13947,
HW-102773,Shuwaikh Main,2,9.386,none,,
HW-102774,Fahaheel Branch,2,7.177,none,YAT-96284,
HW-102775,Ardiya Warehouse,2,8.500,none,DEW-92374,
HW-102776,Ardiya Warehouse,4,19.470,none,SAT-3719,
HW-102777,Shuwaikh Main,5,17.722,none,BOS-60377,
HW-102778,Rai Branch,5,68.803,batch,,
HW-102779,Fahaheel Branch,1,KWD 8.205,none,KAR-21224,
HW-102780,Shuwaikh Main,5,21.546,none,,
HW-102781,Rai Branch,4,13.551,none,MET-38627,
HW-102782,Fahaheel Branch,3,KWD 6.360,none,,
HW-102783,Shuwaikh Main,5,8.634,batch,STA-68583,
HW-102784,Fahaheel Branch,0,23.702,none,CRO-61794,
HW-102785,Fahaheel Branch,3,24.788,batch,BLA-14178,
HW-102786,Rai Branch,4,6.159,none,TOL-2746,
HW-102787,Rai Branch,2,17.098,none,ING-8724,
HW-102788,Rai Branch,0,16.432,none,KAR-83453,
HW-102789,Rai Branch,0,2.807,batch,AL--95612,
HW-102790,Rai Branch,0,23.320,batch,HIT-70860,
HW-102791,Rai Branch,0,8.984,none,CRO-55972,
HW-102792,Rai Branch,0,73.830,none,,
HW-102793,Ardiya Warehouse,0,21.768,none,BOS-92711,
HW-102794,Shuwaikh Main,0,111.797,none,MET-20854,
HW-102795,Fahaheel Branch,0,23.669,none,ING-7601,
HW-102796,Ardiya Warehouse,5,16.454,none,TOL-38943,
HW-102797,Fahaheel Branch,0,18.802,none,HIT-66795,
HW-102798,Ardiya Warehouse,1,10.393,none,TOT-17527,
HW-102799,Ardiya Warehouse,5,18.702,none,GUL-91291,
HW-102800,Ardiya Warehouse,0,0.983,none,TOT-43447,
HW-102801,Ardiya Warehouse,4,29.601,none,YAT-91680,
HW-102802,Rai Branch,0,22.506,none,SKI-12296,
HW-102803,Rai Branch,0,13.932,none,GUL-89107,
HW-102804,Rai Branch,1,20.913,none,MET-91882,
HW-102805,Rai Branch,4,14.486,batch,DEW-94050,
HW-102806,Ardiya Warehouse,2,KD 0.912,none,MAK-57951,
HW-102807,Ardiya Warehouse,2,1.811,none,STA-80595,
HW-102808,Shuwaikh Main,3,9.360,none,MET-7088,
HW-102809,Fahaheel Branch,0,6.015,none,STA-19631,
HW-102810,Rai Branch,0,21.268,none,SKI-90319,
HW-102811,Shuwaikh Main,2,19.657,none,RID-49334,
HW-102812,Ardiya Warehouse,0,20.599,batch,,
HW-102813,Shuwaikh Main,0,9.462,none,KAR-22711,
HW-102814,Rai Branch,4,11.268,none,ING-79328,
HW-102815,Shuwaikh Main,4,1.835,none,MET-82701,
HW-102816,Ardiya Warehouse,4,14.907,none,SKI-16746,
HW-102817,Fahaheel Branch,2,24.429,none,YAT-48360,
HW-102818,Ardiya Warehouse,3,0.409,batch,SAT-37860,
HW-102819,Ardiya Warehouse,2,14.735,none,DEW-40833,
HW-102820,Shuwaikh Main,2,2.383,none,STA-81960,
HW-100204,Shuwaikh Main,0,12.588,none,GUL-31090,
HW-102822,Shuwaikh Main,3,4.132,none,MAK-30214,
HW-102823,Fahaheel Branch,1,8.209,none,TRU-87195,
HW-102824,Shuwaikh Main,0,3.794,none,GUL-48561,
HW-102825,Shuwaikh Main,1,24.066,none,STA-4083,
HW-102826,Ardiya Warehouse,3,5.116,none,SKI-47731,
HW-102827,Rai Branch,1,3.348,none,SAT-13150,
HW-102828,Rai Branch,1,170.839,none,,
HW-102829,Fahaheel Branch,0,19.293,none,,
HW-102830,Rai Branch,0,16.323,none,TOT-10188,
HW-102831,Shuwaikh Main,4,2.733,none,,
HW-102832,Fahaheel Branch,5,6.382,none,TRU-25539,
HW-102833,Rai Branch,0,13.998,none,HIL-97573,
HW-102834,Ardiya Warehouse,3,1.315,none,SKI-76804,
HW-102835,Ardiya Warehouse,0,22.357,none,CRO-25142,
HW-102836,Shuwaikh Main,2,8.677,none,MET-65295,
HW-102837,Ardiya Warehouse,0,27.278,none,BLA-3885,
HW-102838,Shuwaikh Main,2,KWD 18.250,none,HIL-92061,
HW-102839,Ardiya Warehouse,4,KWD 12.877,none,STA-64769,
HW-102840,Rai Branch,5,4.342,none,,
HW-102841,Ardiya Warehouse,4,8.775,none,DEW-48502,
HW-102842,Shuwaikh Main,0,19.258,none,TOT-26373,
HW-102843,Shuwaikh Main,5,8.201,none,YAT-26779,
HW-102844,Rai Branch,0,KWD 18.185,batch,HIT-6413,
HW-102845,Rai Branch,5,KD 17.129,none,STA-73700,
HW-102846,Rai Branch,4,KD 12.084,none,MET-56565,
HW-102847,Shuwaikh Main,5,14.960,none,MAK-79530,
HW-102848,Ardiya Warehouse,5,0.364,none,BOS-60441,
HW-102849,Ardiya Warehouse,0,17.422,none,ING-10384,
HW-102850,Shuwaikh Main,2,13.553,none,TOT-27009,
HW-102851,Fahaheel Branch,4,18.253,none,BLA-34732,
HW-102852,Ardiya Warehouse,0,23.389,none,STA-41705,
HW-102853,Fahaheel Branch,0,17.697,none,,
HW-102854,Ardiya Warehouse,5,18.433,none,,
HW-102855,Fahaheel Branch,5,20.687,none,,
HW-102856,Fahaheel Branch,2,23.317,none,TOT-98250,
HW-102857,Shuwaikh Main,1,KWD 13.272,batch,BLA-85684,
HW-102858,Shuwaikh Main,3,19.713,none,SAT-27670,
HW-102859,Shuwaikh Main,2,13.476,none,MAK-25279,
HW-102860,Fahaheel Branch,4,8.116,none,AL--89948,
HW-102861,Rai Branch,2,1.972,none,TOL-5677,
HW-102862,Rai Branch,0,23.458,batch,SAT-64802,
HW-102863,Fahaheel Branch,2,10.358,none,HIT-23349,
HW-102864,Ardiya Warehouse,2,14.931,none,YAT-25367,
HW-102865,Rai Branch,5,4.541,none,GUL-25656,
HW-102866,Ardiya Warehouse,5,8.457,none,RID-71886,
HW-102867,Fahaheel Branch,4,0.560,none,TRU-64088,
HW-102868,Shuwaikh Main,1,13.015,none,TOT-71781,
HW-102869,Rai Branch,4,24.930,none,SAT-34245,
HW-102870,Shuwaikh Main,2,3.539,none,AL--45249,
HW-102871,Fahaheel Branch,4,10.744,none,KAR-4383,
HW-102872,Fahaheel Branch,3,22.959,none,SKI-65337,
HW-102873,Fahaheel Branch,3,3.486,none,HIL-36327,
HW-102874,Shuwaikh Main,2,296.869,none,GUL-8638,
HW-102875,Ardiya Warehouse,4,7.723,batch,HIT-74359,
HW-102876,Fahaheel Branch,4,23.596,none,STA-61985,
HW-102877,Rai Branch,1,1.149,none,KAR-93904,
HW-102878,Ardiya Warehouse,2,5.460,batch,KAR-10605,
HW-102879,Ardiya Warehouse,4,24.620,none,MAK-37818,
HW-102880,Shuwaikh Main,2,KD 14.100,none,,
HW-102881,Fahaheel Branch,1,6.189,none,AL--10086,
HW-102882,Ardiya Warehouse,1,23.245,batch,KAR-52595,
HW-102883,Fahaheel Branch,0,20.647,none,BOS-41908,
HW-102884,Fahaheel Branch,3,22.444,none,AL--11633,
HW-102885,Rai Branch,0,1.242,none,RID-96323,
HW-102886,Shuwaikh Main,3,10.084,none,HIL-16167,
HW-102887,Rai Branch,5,17.833,batch,KAR-16820,
HW-102888,Shuwaikh Main,4,1.098,none,HIL-1161,
HW-102889,Rai Branch,5,1.227,none,GUL-45915,
HW-102890,Ardiya Warehouse,0,KWD 5.071,none,ING-49307,
HW-102891,Ardiya Warehouse,3,7.969,batch,HIL-30112,
HW-102892,Ardiya Warehouse,3,13.198,none,SKI-46133,
HW-102893,Ardiya Warehouse,4,KWD 0.746,none,SAT-26525,
HW-102894,Shuwaikh Main,1,24.786,none,,
HW-102895,Fahaheel Branch,0,0.342,none,CRO-11108,
HW-102896,Fahaheel Branch,1,5.952,none,SAT-68503,
HW-102897,Shuwaikh Main,0,0.785,batch,KAR-8509,
HW-102898,Shuwaikh Main,4,16.043,none,KAR-19029,
HW-102899,Rai Branch,4,2.599,none,RID-4856,
HW-102900,Fahaheel Branch,2,13.193,none,TOT-63874,
HW-102901,Ardiya Warehouse,2,5.719,none,TOT-75303,
HW-102902,Rai Branch,0,KD 5.401,none,BLA-3208,
HW-102903,Shuwaikh Main,1,22.909,none,MAK-1686,
HW-102904,Fahaheel Branch,3,4.481,none,SKI-74105,
HW-102905,Rai Branch,0,20.992,none,MET-82120,
HW-102906,Fahaheel Branch,0,9.685,batch,CRO-88107,
HW-102907,Rai Branch,4,10.878,none,HIT-69220,
HW-102908,Ardiya Warehouse,3,21.164,none,,
HW-102909,Fahaheel Branch,0,1.946,none,,
HW-102910,Fahaheel Branch,4,19.905,none,BLA-60253,
HW-102911,Shuwaikh Main,3,137.640,batch,,
HW-102912,Ardiya Warehouse,1,20.282,none,AL--15763,
HW-102913,Shuwaikh Main,3,20.228,none,STA-91575,
HW-102914,Rai Branch,0,KD 1.027,none,HIL-95232,
HW-102915,Fahaheel Branch,2,21.273,none,STA-55779,
HW-102097,Ardiya Warehouse,3,17.927,none,SAT-8945,
HW-102917,Ardiya Warehouse,0,160.648,none,ING-1218,
HW-102918,Rai Branch,2,24.430,none,,
HW-102919,Ardiya Warehouse,1,15.479,none,ING-31332,
HW-102920,Fahaheel Branch,4,72.837,none,TOL-23489,
HW-102921,Shuwaikh Main,0,2.058,none,AL--2127,
HW-102922,Ardiya Warehouse,1,243.867,none,BLA-96223,
HW-102923,Rai Branch,2,12.466,none,ING-51124,
HW-102924,Shuwaikh Main,0,KD 9.621,none,MAK-71892,
HW-102925,Shuwaikh Main,0,KWD 13.659,none,GUL-53537,
HW-102926,Shuwaikh Main,0,10.125,none,BLA-43418,
HW-102927,Rai Branch,4,23.807,batch,TRU-21707,
HW-102928,Rai Branch,4,245.451,none,STA-92625,
HW-102929,Fahaheel Branch,5,19.118,none,AL--98478,
HW-102930,Ardiya Warehouse,1,16.507,batch,MET-17474,
HW-102931,Rai Branch,5,14.836,batch,BOS-80077,
HW-101978,Fahaheel Branch,3,1.159,batch,DEW-44619,
HW-102933,Shuwaikh Main,1,KD 8.885,none,HIT-63469,
HW-102934,Shuwaikh Main,4,24.180,none,TOL-91205,
HW-102935,Shuwaikh Main,3,KD 7.464,none,HIT-3016,
HW-102936,Fahaheel Branch,0,17.912,none,YAT-11601,
HW-102937,Fahaheel Branch,1,9.324,batch,ING-78606,
HW-102938,Shuwaikh Main,0,18.439,none,TRU-62008,
HW-102939,Shuwaikh Main,0,KD 19.641,none,SAT-26145,
HW-102940,Fahaheel Branch,4,20.109,none,TRU-34697,
HW-102941,Fahaheel Branch,4,11.935,batch,STA-77522,
HW-102942,Rai Branch,2,5.931,none,TOL-52223,
HW-102943,Ardiya Warehouse,0,12.872,batch,TRU-11979,
HW-102944,Rai Branch,5,KD 24.904,none,DEW-1839,
HW-102945,Fahaheel Branch,4,3.943,none,RID-34745,
HW-102946,Fahaheel Branch,5,14.431,none,TOL-90115,
HW-102947,Ardiya Warehouse,5,20.154,none,KAR-46332,
