name,nameAlt,code,openingBalance,phone,email,taxNumber,paymentTermDays,creditLimit,status,addressLine1,addressLine2,city,state,postalCode,country,notes
Al-Khaled General Trading 8,,CUST-1314,0.000,+965 62040518,alkhaled.general.trading314@example.com.kw,,0,23983.197,active,45 Bldg 1,,Kuwait City,,,Kuwait,
Al-Nasser Renovation 8,,CUST-1315,0.000,+965 66727359,alnasser.renovation315@example.com.kw,,45,17830.343,active,14 Bldg 5,,Fahaheel,,,Kuwait,Imported opening balance
Al-Osaimi Maintenance 8,,CUST-1316,KWD 5838.148,+965 99054188,alosaimi.maintenance316@example.com.kw,,15,42607.440,inactive,95 Bldg 5,,Rai,,,Kuwait,
First Gulf Interiors 8,,CUST-1317,2261.837,+965 54012502,first.gulf.interiors317@example.com.kw,,60,32282.056,active,83 Bldg 7,,Ahmadi,,,Kuwait,Imported opening balance
Al-Rashed Villas 8,,CUST-1318,1919.412,+965 66898190,,,90,4126.049,active,93 Block 8,,Jahra,,,Kuwait,
Al-Sanea Property 8,,CUST-1319,1015.601,+965 77992637,alsanea.property319@example.com.kw,,30,40710.398,active,50 Block 4,,Ardiya,,,Kuwait,Imported opening balance
Al-Fahad Contracting 9,,CUST-1320,"6,747.734",+965 81067469,,,0,41443.178,active,76 Bldg 1,,Hawally,,,Kuwait,
  Modern Home Fix-It 9,,CUST-1321,7926.382,+965 85257827,modern.home.fixit321@example.com.kw,,30,41593.874,active,35 St 20,,Fahaheel,,,Kuwait,
al-sabah villa services  est. 9,,CUST-1322,4861.028,+965 62015475,alsabah.villa.services322@example.com.kw,,45,12370.898,active,,,Farwaniya,,,Kuwait,Imported opening balance
Bayt Al-Jomard  Est. 9,,CUST-1323,0.000,+965 93734836,,,0,34171.469,active,,,Rai,,,Kuwait,
Al-Duaij Maintenance  Est. 9,,CUST-1324,KD 0.000,+965 95480998,alduaij.maintenance324@example.com.kw,,60,37852.357,active,70 Block 17,,Jahra,,,Kuwait,Imported opening balance
GULF BUILDERS 9,,CUST-1325,0.000,+965 64674934,gulf.builders325@example.com.kw,,45,27227.929,active,20 Block 18,,Kuwait City,,,Kuwait,Imported opening balance
Salem Al-Rashidi 9,,CUST-1326,0.000,+965 61034980,salem.alrashidi326@example.com.kw,,90,KWD 8772.396,active,37 Block 16,,Ahmadi,,,Kuwait,
fahad al-otaibi 9,,CUST-1327,2411.811,+965 65811162,fahad.alotaibi327@example.com.kw,,60,49136.334,active,41 Block 9,,Fahaheel,,,Kuwait,
Al-Mutairi Est. 9,,CUST-1328,5179.106,+965 73964910,almutairi.est.328@example.com.kw,,90,49281.121,active,11 St 19,,Rai,,,Kuwait,
New Kuwait Contracting 9,,CUST-1329,5478.236,+965 68758088,new.kuwait.contracting329@example.com.kw,,30,42243.678,active,36 St 17,,Farwaniya,,,Kuwait,Imported opening balance
Al-Ajmi Interiors  Est. 9,,CUST-1330,"5,337.253",+965 54182768,alajmi.interiors330@example.com.kw,,30,31467.957,active,82 St 6,,Fahaheel,,,Kuwait,
Ahmad Al-Kandari  Est. 9,,CUST-1331,157.945,+965 77691196,ahmad.alkandari331@example.com.kw,,45,36732.940,active,24 Bldg 1,,Ahmadi,,,Kuwait,
Al-Enezi General Maintenance  Est. 9,,CUST-1332,0.000,+965 79731506,alenezi.general.maintenance332@example.com.kw,,90,1741.699,blocked,60 St 1,,Ardiya,,,Kuwait,Imported opening balance
Desert Rose Interiors 9,,CUST-1333,KWD 0.000,+965 91229611,desert.rose.interiors333@example.com.kw,,60,30744.287,active,11 Bldg 4,,Fahaheel,,,Kuwait,
Al-Anjari Villas 9,,CUST-1334,0.000,+965 82688694,alanjari.villas334@example.com.kw,,0,8741.876,active,82 St 5,,Ahmadi,,,Kuwait,Imported opening balance
al-roumi renovation 9,,CUST-1335,0.000,+965 98312089,alroumi.renovation335@example.com.kw,,0,47341.730,active,34 Bldg 3,,Ardiya,,,Kuwait,
Union Facility Services  Est. 9,,CUST-1336,0.000,+965 96838509,union.facility.services336@example.com.kw,,30,30536.142,active,73 Block 1,,Ardiya,,,Kuwait,
Al-Yaqout Villas 9,,CUST-1337,0.000,+965 73632171,alyaqout.villas337@example.com.kw,,45,47715.152,active,68 Block 9,,Fahaheel,,,Kuwait,
Al-Qadi Household 9,,CUST-1338,0.000,+965 63823051,alqadi.household338@example.com.kw,,15,29667.753,active,,,Jahra,,,Kuwait,
Nasser Al-Hajeri  Est. 9,,CUST-1339,0.000,+965 77930915,nasser.alhajeri339@example.com.kw,,45,42193.286,active,87 St 3,,Hawally,,,Kuwait,
Al-Ghanim Home Repairs 9,,CUST-1340,"5,760.029",+965 80703469,alghanim.home.repairs340@example.com.kw,,90,8007.066,active,5 Bldg 18,,Hawally,,,Kuwait,
 Al-Bahar Property Services 9 ,,CUST-1341,0.000,+965 86304965,albahar.property.services341@example.com.kw,,60,809.045,active,19 St 13,,Kuwait City,,,Kuwait,Imported opening balance
GULF FACILITY MANAGEMENT  EST. 9,,CUST-1342,4572.840,+965 79217900,gulf.facility.management342@example.com.kw,,30,28124.301,active,73 Block 4,,Farwaniya,,,Kuwait,Imported opening balance
  Continental Maintenance Co.  Est. 9,,CUST-1343,"1,209.495",+965 61818502,continental.maintenance.co.343@example.com.kw,,45,15846.780,active,,,Fahaheel,,,Kuwait,
Al-Zamil Villas  Est. 9,,CUST-1344,7205.778,+965 94540917,alzamil.villas344@example.com.kw,,0,40867.397,active,10 Block 20,,Salmiya,,,Kuwait,Imported opening balance
Bin Hindi Property 9,,CUST-1345,1627.621,+965 57450829,bin.hindi.property345@example.com.kw,,90,21337.914,active,67 Bldg 18,,Ardiya,,,Kuwait,
Al-Wazzan Maintenance 9,,CUST-1346,3589.792,+965 75110306,alwazzan.maintenance346@example.com.kw,,30,KD 41449.685,active,66 Block 19,,Shuwaikh,,,Kuwait,
Al-Marzouq Home 9,,CUST-1347,3215.467,+965 60996647,,,90,10480.868,active,17 Block 15,,Ahmadi,,,Kuwait,Imported opening balance
Farwaniya Fix-It Center 9,,CUST-1348,0.000,+965 73380199,farwaniya.fixit.center348@example.com.kw,,45,4695.061,active,45 St 11,,Kuwait City,,,Kuwait,Imported opening balance
Salmiya Handyman Services 9,,CUST-1349,0.000,+965 87755086,salmiya.handyman.services349@example.com.kw,,60,KD 16335.189,active,93 Bldg 6,,Jahra,,,Kuwait,Imported opening balance
Hawally Repair Shop 9,,CUST-1350,4366.049,+965 73081909,hawally.repair.shop350@example.com.kw,,0,48170.268,active,89 St 9,,Farwaniya,,,Kuwait,Imported opening balance
Jahra Building Supplies Buyer 9,,CUST-1351,0.000,+965 73148558,jahra.building.supplies.buyer351@example.com.kw,,60,40635.235,active,91 Block 20,,Salmiya,,,Kuwait,
Ahmadi Villa Care 9,,CUST-1352,KD 4231.006,+965 53004784,ahmadi.villa.care352@example.com.kw,,30,8697.269,active,,,Hawally,,,Kuwait,
FAHAHEEL HOME SERVICES 9,,CUST-1353,2365.993,+965 84652806,fahaheel.home.services353@example.com.kw,,60,47248.721,active,37 Block 9,,Jahra,,,Kuwait,
 Al-Khaled General Trading  Est. 9 ,,CUST-1354,6308.293,+965 84775398,alkhaled.general.trading354@example.com.kw,,0,34443.867,active,,,Rai,,,Kuwait,Imported opening balance
Al-Nasser Renovation 9,,CUST-1355,3132.170,+965 90992047,alnasser.renovation355@example.com.kw,,60,KWD 29669.659,active,67 Block 16,,Shuwaikh,,,Kuwait,
Al-Osaimi Maintenance 9,,CUST-1356,3551.530,+965 86500155,alosaimi.maintenance356@example.com.kw,,15,803.921,active,6 Bldg 10,,Rai,,,Kuwait,Imported opening balance
"First Gulf Interiors 9,",,CUST-1357,KWD 6600.530,+965 93967132,first.gulf.interiors357@example.com.kw,,90,38210.576,active,97 Block 9,,Salmiya,,,Kuwait,Imported opening balance
 Al-Rashed Villas 9 ,,CUST-1358,0.000,+965 56286356,alrashed.villas358@example.com.kw,,30,KD 6228.601,active,58 Block 9,,Kuwait City,,,Kuwait,
Al-Sanea Property 9,,CUST-1359,7952.606,+965 59487081,alsanea.property359@example.com.kw,,45,43206.112,active,1 St 2,,Hawally,,,Kuwait,
Al-Fahad Contracting 10,,CUST-1360,"5,142.462",+965 98618781,alfahad.contracting360@example.com.kw,,0,12142.631,active,90 St 13,,Ahmadi,,,Kuwait,Imported opening balance
Modern Home Fix-It 10,,CUST-1361,0.000,+965 67862622,modern.home.fixit361@example.com.kw,,60,11640.693,active,82 Block 10,,Fahaheel,,,Kuwait,Imported opening balance
Al-Sabah Villa Services 10,,CUST-1362,"1,143.836",+965 90474374,alsabah.villa.services362@example.com.kw,,45,43584.867,active,85 St 13,,Hawally,,,Kuwait,Imported opening balance
Bayt Al-Jomard 10,,CUST-1363,5939.121,+965 90434561,bayt.aljomard363@example.com.kw,,90,15119.199,active,22 Bldg 15,,Farwaniya,,,Kuwait,Imported opening balance
al-duaij maintenance 10,,CUST-1364,1713.954,+965 64406725,alduaij.maintenance364@example.com.kw,,45,13475.629,blocked,72 St 14,,Ahmadi,,,Kuwait,
Gulf Builders  Est. 10,,CUST-1365,706.077,+965 72688563,gulf.builders365@example.com.kw,,45,31268.600,active,14 Block 5,,Ardiya,,,Kuwait,
Salem  Al-Rashidi 10,,CUST-1366,7132.491,+965 59286185,,,60,18887.426,active,,,Kuwait City,,,Kuwait,Imported opening balance
Fahad Al-Otaibi 10  ,,CUST-1367,5031.334,+965 88196164,fahad.alotaibi367@example.com.kw,,45,"11,423.581",active,6 Block 1,,Shuwaikh,,,Kuwait,Imported opening balance
Al-Mutairi Est. 10,,CUST-1368,4992.365,+965 74693254,almutairi.est.368@example.com.kw,,30,35821.858,active,51 Bldg 20,,Fahaheel,,,Kuwait,Imported opening balance
New Kuwait Contracting 10,,CUST-1369,6990.319,+965 62187072,,,60,38633.663,active,49 Bldg 20,,Hawally,,,Kuwait,
Al-Ajmi Interiors 10,,CUST-1370,4214.506,+965 54356786,alajmi.interiors370@example.com.kw,,45,14217.914,active,100 St 17,,Salmiya,,,Kuwait,
ahmad al-kandari 10,,CUST-1371,118.835,+965 71344343,ahmad.alkandari371@example.com.kw,,0,40192.709,active,55 Bldg 18,,Farwaniya,,,Kuwait,Imported opening balance
Al-Enezi General Maintenance  Est. 10,,CUST-1372,6282.124,+965 93707978,alenezi.general.maintenance372@example.com.kw,,30,10807.384,active,60 Bldg 6,,Fahaheel,,,Kuwait,
Desert Rose Interiors 10,,CUST-1373,0.000,+965 74624345,desert.rose.interiors373@example.com.kw,,90,20471.879,active,21 Block 2,,Farwaniya,,,Kuwait,
Al-Anjari Villas  Est. 10,,CUST-1374,1336.320,+965 79806229,alanjari.villas374@example.com.kw,,60,27781.772,active,55 Bldg 16,,Hawally,,,Kuwait,
Al-Roumi Renovation 10.,,CUST-1375,"7,192.088",+965 55244140,alroumi.renovation375@example.com.kw,,0,31582.196,active,54 Bldg 9,,Ardiya,,,Kuwait,
Union Facility Services 10.,,CUST-1376,596.391,+965 55953422,union.facility.services376@example.com.kw,,90,40829.627,active,20 Bldg 1,,Ardiya,,,Kuwait,
Al-Yaqout Villas 10,,CUST-1377,7508.331,+965 74360452,alyaqout.villas377@example.com.kw,,0,"40,609.285",active,20 Block 4,,Fahaheel,,,Kuwait,Imported opening balance
Al-Qadi Household  Est. 10,,CUST-1378,1133.518,+965 97146992,alqadi.household378@example.com.kw,,90,"19,916.395",active,71 Block 5,,Kuwait City,,,Kuwait,Imported opening balance
Nasser Al-Hajeri  Est. 10,,CUST-1379,0.000,+965 56498046,nasser.alhajeri379@example.com.kw,,60,34294.033,active,77 Block 8,,Farwaniya,,,Kuwait,
Al-Ghanim Home Repairs 10,,CUST-1380,5024.535,+965 86895933,alghanim.home.repairs380@example.com.kw,,30,31968.982,active,,,Fahaheel,,,Kuwait,Imported opening balance
Al-Bahar Property Services 10,,CUST-1381,644.072,+965 62851340,albahar.property.services381@example.com.kw,,30,"6,428.063",active,85 St 15,,Ardiya,,,Kuwait,
Gulf Facility Management  Est. 10,,CUST-1382,KD 6001.741,+965 98358293,gulf.facility.management382@example.com.kw,,60,42833.066,active,76 Block 1,,Hawally,,,Kuwait,Imported opening balance
Continental Maintenance Co. 10,,CUST-1383,KD 0.000,+965 75267002,,,0,1686.998,active,,,Jahra,,,Kuwait,
al-zamil villas 10,,CUST-1384,372.209,+965 80694972,alzamil.villas384@example.com.kw,,15,41360.749,active,74 Bldg 14,,Ardiya,,,Kuwait,Imported opening balance
Bin Hindi Property 10,,CUST-1385,3440.559,+965 96719839,bin.hindi.property385@example.com.kw,,0,11867.597,active,,,Shuwaikh,,,Kuwait,
Al-Wazzan Maintenance 10,,CUST-1386,0.000,+965 59740494,alwazzan.maintenance386@example.com.kw,,60,33370.030,active,58 Bldg 1,,Shuwaikh,,,Kuwait,Imported opening balance
Al-Marzouq Home 10,,CUST-1387,0.000,+965 78097995,almarzouq.home387@example.com.kw,,60,17194.973,active,94 St 20,,Rai,,,Kuwait,Imported opening balance
"Farwaniya  Fix-It Center 10,",,CUST-1388,6274.249,+965 77821072,,,30,42852.274,active,39 St 12,,Kuwait City,,,Kuwait,Imported opening balance
  Salmiya Handyman Services 10,,CUST-1389,612.406,+965 88705835,salmiya.handyman.services389@example.com.kw,,60,44293.675,active,36 Block 11,,Rai,,,Kuwait,
Hawally Repair Shop 10,,CUST-1390,0.000,+965 56000864,hawally.repair.shop390@example.com.kw,,90,"43,674.656",active,5 Bldg 3,,Jahra,,,Kuwait,Imported opening balance
Jahra Building Supplies Buyer 10,,CUST-1391,0.000,+965 90207769,,,0,1320.325,active,73 Bldg 14,,Kuwait City,,,Kuwait,Imported opening balance
ahmadi villa care 10,,CUST-1392,290.173,+965 97913197,ahmadi.villa.care392@example.com.kw,,15,2668.988,inactive,78 St 17,,Shuwaikh,,,Kuwait,Imported opening balance
Fahaheel Home Services 10,,CUST-1393,3038.561,+965 93232487,fahaheel.home.services393@example.com.kw,,30,26202.497,active,99 Block 17,,Farwaniya,,,Kuwait,
Al-Khaled General Trading  Est. 10,,CUST-1394,0.000,+965 90685372,alkhaled.general.trading394@example.com.kw,,45,14563.839,blocked,4 Block 11,,Farwaniya,,,Kuwait,Imported opening balance
Al-Nasser Renovation 10,,CUST-1395,797.793,+965 68707864,alnasser.renovation395@example.com.kw,,0,48001.700,active,79 St 10,,Ahmadi,,,Kuwait,
Al-Osaimi Maintenance 10,,CUST-1396,KWD 0.000,+965 77559687,alosaimi.maintenance396@example.com.kw,,15,26867.202,active,90 Block 20,,Salmiya,,,Kuwait,
First Gulf Interiors  Est. 10,,CUST-1397,2829.192,+965 63042347,first.gulf.interiors397@example.com.kw,,90,KWD 32385.919,active,19 St 18,,Ardiya,,,Kuwait,Imported opening balance
AL-RASHED VILLAS 10,,CUST-1398,0.000,+965 69489037,alrashed.villas398@example.com.kw,,15,30059.440,active,88 Bldg 15,,Kuwait City,,,Kuwait,Imported opening balance
Al-Sanea Property 10,,CUST-1399,"2,208.122",+965 63288918,alsanea.property399@example.com.kw,,60,45582.047,active,34 Bldg 16,,Kuwait City,,,Kuwait,
al-fahad contracting 11,,CUST-1400,KD 0.000,+965 74791925,alfahad.contracting400@example.com.kw,,90,28810.799,active,,,Jahra,,,Kuwait,
Modern Home Fix-It 11,,CUST-1401,825.229,+965 51378274,,,45,KD 44865.669,active,95 St 9,,Fahaheel,,,Kuwait,
Al-Sabah Villa Services 11,,CUST-1402,KWD 0.000,+965 72661096,alsabah.villa.services402@example.com.kw,,15,KWD 41343.715,inactive,49 Bldg 8,,Salmiya,,,Kuwait,
Bayt Al-Jomard 11,,CUST-1403,810.834,+965 84536941,bayt.aljomard403@example.com.kw,,45,21668.618,active,,,Jahra,,,Kuwait,Imported opening balance
Al-Duaij Maintenance 11,,CUST-1404,0.000,+965 75266569,alduaij.maintenance404@example.com.kw,,15,KD 46937.460,active,6 Block 10,,Hawally,,,Kuwait,Imported opening balance
Gulf Builders 11,,CUST-1405,4200.431,+965 75473562,gulf.builders405@example.com.kw,,30,49195.882,active,61 Block 10,,Ahmadi,,,Kuwait,Imported opening balance
Salem Al-Rashidi 11,,CUST-1406,5143.094,+965 69612106,salem.alrashidi406@example.com.kw,,15,4022.669,active,,,Kuwait City,,,Kuwait,
Fahad Al-Otaibi 11,,CUST-1407,0.000,+965 59491288,fahad.alotaibi407@example.com.kw,,60,"15,469.690",active,1 St 15,,Shuwaikh,,,Kuwait,Imported opening balance
Al-Mutairi Est. 11,,CUST-1408,3178.733,+965 73471532,almutairi.est.408@example.com.kw,,60,35963.265,active,15 St 9,,Salmiya,,,Kuwait,Imported opening balance
New Kuwait Contracting 11,,CUST-1409,3474.438,+965 71095478,new.kuwait.contracting409@example.com.kw,,45,34883.537,active,,,Rai,,,Kuwait,
Al-Ajmi Interiors 11,,CUST-1410,2786.640,+965 59435543,alajmi.interiors410@example.com.kw,,15,44291.549,active,,,Kuwait City,,,Kuwait,
Ahmad Al-Kandari 11,,CUST-1411,0.000,+965 57412358,ahmad.alkandari411@example.com.kw,,60,"40,391.781",active,98 St 5,,Salmiya,,,Kuwait,
Al-Enezi General Maintenance 11,,CUST-1412,0.000,+965 65261831,alenezi.general.maintenance412@example.com.kw,,60,11708.168,active,38 Block 5,,Hawally,,,Kuwait,
Desert Rose Interiors  Est. 11,,CUST-1413,KWD 5806.539,+965 58384834,,,0,45035.071,active,15 St 7,,Salmiya,,,Kuwait,
al-anjari villas 11,,CUST-1414,0.000,+965 98680021,alanjari.villas414@example.com.kw,,30,13094.987,active,79 St 6,,Ahmadi,,,Kuwait,Imported opening balance
Al-Roumi Renovation 11,,CUST-1415,0.000,+965 53122783,alroumi.renovation415@example.com.kw,,60,KWD 7299.774,active,86 Bldg 4,,Farwaniya,,,Kuwait,Imported opening balance
Union Facility Services  Est. 11,,CUST-1416,KWD 494.585,+965 89463442,,,15,9572.442,active,96 Bldg 7,,Farwaniya,,,Kuwait,
 Al-Yaqout Villas 11 ,,CUST-1417,KWD 0.000,+965 87689831,alyaqout.villas417@example.com.kw,,30,39504.994,active,73 Block 1,,Jahra,,,Kuwait,Imported opening balance
Al-Qadi Household 11,,CUST-1418,1648.190,+965 62097080,alqadi.household418@example.com.kw,,90,"33,918.746",active,,,Farwaniya,,,Kuwait,
nasser al-hajeri 11,,CUST-1419,0.000,+965 61593617,nasser.alhajeri419@example.com.kw,,90,11330.157,active,34 St 15,,Kuwait City,,,Kuwait,
Al-Ghanim Home Repairs 11,,CUST-1420,1504.357,+965 59295793,alghanim.home.repairs420@example.com.kw,,30,20402.320,active,2 St 7,,Salmiya,,,Kuwait,Imported opening balance
al-bahar property services  est. 11,,CUST-1421,KD 5839.048,+965 64899849,albahar.property.services421@example.com.kw,,60,25331.886,active,48 Bldg 17,,Salmiya,,,Kuwait,
Gulf Facility Management 11,,CUST-1422,4133.514,+965 55037279,,,45,37592.709,active,4 St 12,,Ahmadi,,,Kuwait,Imported opening balance
Continental Maintenance Co. 11,,CUST-1423,0.000,+965 62414745,continental.maintenance.co.423@example.com.kw,,30,"20,506.173",active,,,Jahra,,,Kuwait,
Al-Zamil Villas 11,,CUST-1424,0.000,+965 68019461,alzamil.villas424@example.com.kw,,45,30051.552,active,78 Bldg 5,,Jahra,,,Kuwait,Imported opening balance
Bin Hindi Property 11,,CUST-1425,KD 0.000,+965 74101763,bin.hindi.property425@example.com.kw,,45,13457.737,active,47 Block 11,,Ahmadi,,,Kuwait,
Al-Wazzan Maintenance 11,,CUST-1426,4666.692,+965 56882657,alwazzan.maintenance426@example.com.kw,,60,16629.921,active,95 Bldg 13,,Salmiya,,,Kuwait,
Al-Marzouq Home 11,,CUST-1427,"4,204.205",+965 96874774,almarzouq.home427@example.com.kw,,90,12413.748,active,99 St 10,,Ahmadi,,,Kuwait,
Farwaniya Fix-It Center 11,,CUST-1428,3789.468,+965 72635095,farwaniya.fixit.center428@example.com.kw,,30,4355.284,active,,,Jahra,,,Kuwait,
Salmiya Handyman Services 11,,CUST-1429,6530.757,+965 97278455,salmiya.handyman.services429@example.com.kw,,60,"20,811.025",active,66 St 18,,Hawally,,,Kuwait,Imported opening balance
Hawally Repair Shop 11,,CUST-1430,0.000,+965 90685834,hawally.repair.shop430@example.com.kw,,90,49511.053,active,,,Kuwait City,,,Kuwait,
Jahra Building Supplies Buyer 11,,CUST-1431,3944.630,+965 65822461,jahra.building.supplies.buyer431@example.com.kw,,90,"31,054.973",active,80 Bldg 15,,Jahra,,,Kuwait,Imported opening balance
Ahmadi Villa Care 11,,CUST-1432,0.000,+965 82689039,ahmadi.villa.care432@example.com.kw,,90,29243.810,active,78 Bldg 19,,Jahra,,,Kuwait,
Fahaheel Home Services 11,,CUST-1433,KD 0.000,+965 55637826,fahaheel.home.services433@example.com.kw,,90,35961.385,active,92 St 8,,Kuwait City,,,Kuwait,
Al-Khaled General Trading 11,,CUST-1434,0.000,+965 74859659,alkhaled.general.trading434@example.com.kw,,90,KWD 1215.770,active,38 Block 10,,Jahra,,,Kuwait,Imported opening balance
Al-Nasser Renovation  Est. 11,,CUST-1435,0.000,+965 56846576,alnasser.renovation435@example.com.kw,,90,42182.910,active,28 St 1,,Ardiya,,,Kuwait,Imported opening balance
Al-Osaimi Maintenance 11,,CUST-1436,6162.349,+965 84467234,alosaimi.maintenance436@example.com.kw,,30,868.693,active,59 Bldg 18,,Jahra,,,Kuwait,Imported opening balance
First Gulf Interiors 11,,CUST-1437,0.000,+965 95929622,first.gulf.interiors437@example.com.kw,,0,35213.985,active,57 Bldg 5,,Ahmadi,,,Kuwait,Imported opening balance
Al-Rashed Villas 11,,CUST-1438,0.000,+965 99601977,alrashed.villas438@example.com.kw,,0,KD 39598.531,active,47 St 9,,Fahaheel,,,Kuwait,Imported opening balance
Al-Sanea Property 11,,CUST-1439,0.000,+965 93460382,alsanea.property439@example.com.kw,,0,11370.288,active,48 Bldg 20,,Kuwait City,,,Kuwait,Imported opening balance
Al-Fahad Contracting 12,,CUST-1440,7085.085,+965 56457531,alfahad.contracting440@example.com.kw,,90,37056.056,active,58 St 11,,Fahaheel,,,Kuwait,
Modern Home Fix-It 12,,CUST-1441,4848.351,+965 61492500,modern.home.fixit441@example.com.kw,,30,7781.783,active,49 Bldg 11,,Fahaheel,,,Kuwait,Imported opening balance
Al-Sabah Villa Services 12,,CUST-1442,0.000,+965 70543949,alsabah.villa.services442@example.com.kw,,30,38911.775,active,99 St 3,,Jahra,,,Kuwait,
Bayt Al-Jomard  Est. 12,,CUST-1443,KD 822.810,+965 98934426,,,45,15709.161,active,28 St 8,,Kuwait City,,,Kuwait,
Al-Duaij Maintenance  Est. 12.,,CUST-1444,3756.781,+965 54484136,alduaij.maintenance444@example.com.kw,,15,14695.644,active,31 Block 5,,Fahaheel,,,Kuwait,Imported opening balance
Gulf  Builders  Est. 12,,CUST-1445,"6,315.780",+965 95601548,gulf.builders445@example.com.kw,,60,17951.572,active,,,Fahaheel,,,Kuwait,
Salem Al-Rashidi 12,,CUST-1446,1262.481,+965 59146134,salem.alrashidi446@example.com.kw,,0,12970.108,active,29 Bldg 17,,Ardiya,,,Kuwait,Imported opening balance
Fahad Al-Otaibi 12,,CUST-1447,1046.041,+965 72075395,fahad.alotaibi447@example.com.kw,,15,19334.079,active,79 Block 9,,Jahra,,,Kuwait,
Al-Mutairi Est.  Est. 12,,CUST-1448,KWD 6248.868,+965 66730357,almutairi.est.448@example.com.kw,,45,19162.641,active,,,Fahaheel,,,Kuwait,Imported opening balance
New Kuwait Contracting  Est. 12,,CUST-1449,5449.313,+965 57972014,new.kuwait.contracting449@example.com.kw,,90,KWD 49218.593,active,91 Bldg 17,,Kuwait City,,,Kuwait,Imported opening balance
Al-Ajmi Interiors  Est. 12,,CUST-1450,0.000,+965 79270512,alajmi.interiors450@example.com.kw,,60,KD 48971.673,active,47 Block 3,,Ahmadi,,,Kuwait,Imported opening balance
Ahmad Al-Kandari 12,,CUST-1451,7022.358,+965 61742926,ahmad.alkandari451@example.com.kw,,30,2474.775,active,61 Bldg 16,,Ahmadi,,,Kuwait,Imported opening balance
Al-Enezi General Maintenance  Est. 12,,CUST-1452,"1,601.488",+965 89755872,alenezi.general.maintenance452@example.com.kw,,90,4313.050,active,22 St 15,,Ardiya,,,Kuwait,Imported opening balance
Desert Rose Interiors 12,,CUST-1453,KWD 1012.129,+965 79706719,,,45,"19,860.561",active,32 Block 1,,Shuwaikh,,,Kuwait,Imported opening balance
al-anjari villas 12,,CUST-1454,4007.001,+965 76059975,alanjari.villas454@example.com.kw,,15,17277.249,active,86 Block 17,,Jahra,,,Kuwait,Imported opening balance
Al-Roumi Renovation 12,,CUST-1455,4781.643,+965 94476176,alroumi.renovation455@example.com.kw,,60,28396.209,active,,,Ahmadi,,,Kuwait,
Union Facility Services 12,,CUST-1456,0.000,+965 90964753,union.facility.services456@example.com.kw,,60,43359.547,active,92 Bldg 19,,Kuwait City,,,Kuwait,Imported opening balance
Al-Yaqout Villas  Est. 12,,CUST-1457,KWD 2713.526,+965 70031542,alyaqout.villas457@example.com.kw,,90,32104.427,active,72 Bldg 17,,Hawally,,,Kuwait,Imported opening balance
Al-Qadi Household 12,,CUST-1458,6371.980,+965 76781292,alqadi.household458@example.com.kw,,30,"30,272.127",active,39 Block 3,,Rai,,,Kuwait,
Nasser Al-Hajeri 12,,CUST-1459,0.000,+965 75457472,,,60,33582.430,active,25 Block 6,,Rai,,,Kuwait,
 Al-Ghanim Home Repairs  Est. 12 ,,CUST-1460,0.000,+965 61499952,alghanim.home.repairs460@example.com.kw,,45,26887.332,active,38 Block 12,,Kuwait City,,,Kuwait,Imported opening balance
"Al-Bahar Property Services  Est. 12,",,CUST-1461,4778.296,+965 51945887,albahar.property.services461@example.com.kw,,30,45516.289,active,94 Bldg 2,,Rai,,,Kuwait,
Gulf Facility Management 12.,,CUST-1462,566.949,+965 90885253,,,45,36250.353,active,75 Block 12,,Salmiya,,,Kuwait,
Continental Maintenance Co. 12,,CUST-1463,0.000,+965 56442809,continental.maintenance.co.463@example.com.kw,,90,44915.087,active,85 Block 9,,Ardiya,,,Kuwait,Imported opening balance
Al-Zamil Villas 12,,CUST-1464,0.000,+965 61031309,alzamil.villas464@example.com.kw,,0,6453.943,active,1 Block 1,,Fahaheel,,,Kuwait,
Bin Hindi Property  Est. 12,,CUST-1465,7868.392,+965 51140530,bin.hindi.property465@example.com.kw,,0,"19,451.074",active,,,Ardiya,,,Kuwait,
Al-Wazzan Maintenance 12  ,,CUST-1466,KD 0.000,+965 77105304,,,15,41495.978,active,,,Fahaheel,,,Kuwait,Imported opening balance
Al-Marzouq Home 12,,CUST-1467,0.000,+965 61679122,almarzouq.home467@example.com.kw,,30,44065.821,active,81 Bldg 12,,Jahra,,,Kuwait,
Farwaniya Fix-It Center  Est. 12,,CUST-1468,0.000,+965 81053136,farwaniya.fixit.center468@example.com.kw,,45,3876.561,active,46 St 14,,Rai,,,Kuwait,Imported opening balance
Salmiya Handyman Services 12,,CUST-1469,KD 1791.403,+965 54300008,salmiya.handyman.services469@example.com.kw,,0,35884.726,active,36 Block 10,,Ardiya,,,Kuwait,Imported opening balance
Hawally Repair Shop 12,,CUST-1470,1351.711,+965 84422369,hawally.repair.shop470@example.com.kw,,60,47182.876,active,2 Bldg 19,,Rai,,,Kuwait,
Jahra Building Supplies Buyer 12,,CUST-1471,5636.968,+965 86066418,jahra.building.supplies.buyer471@example.com.kw,,60,13357.627,active,12 St 4,,Kuwait City,,,Kuwait,Imported opening balance
Ahmadi Villa Care 12,,CUST-1472,0.000,+965 58993071,ahmadi.villa.care472@example.com.kw,,15,7915.712,active,,,Jahra,,,Kuwait,
